node,x_c,y_c,arc_s,local_spacing_ds,surface
288,0.9058201828488929,0.02853754097374236,1.9495247013490105,0.005940483060450363,upper
289,0.9114624191116839,0.026952255929932722,1.9553854145065777,0.0057797547123839,upper
290,0.9169446714536332,0.025396239170945165,1.9610842107737783,0.0056166837853425244,upper
291,0.9222650630639468,0.02387147275399552,1.9666187820772627,0.005451339743307582,upper
292,0.927421782273461,0.022379885525563102,1.9719868902603934,0.0052837929212867785,upper
293,0.9324130823290958,0.02092335139082265,1.9771863679198363,0.005114114457566488,upper
294,0.9372372811484339,0.01950368771829233,1.9822151191755264,0.004942376228319945,upper
295,0.9418927610580855,0.018122653875674452,1.9870711203764762,0.004768650784772177,upper
296,0.9463779685193121,0.016781949892402642,1.9917524207450708,0.004593011293094751,upper
297,0.9506914138441894,0.015483215243990432,1.9962571429626657,0.004415531477174328,upper
298,0.9548316709053778,0.014228027752906738,2.0005834836994194,0.004236285564368725,upper
299,0.958797376842362,0.013017902600380686,2.004729714091403,0.004055348234337952,upper
300,0.9625872317667994,0.011854291443266322,2.0086941801680953,0.0038727945710066436,upper
301,0.9661999984693981,0.010738581629875323,2.0124753032334164,0.0036887000176928364,upper
302,0.9696345021305347,0.009672095508513657,2.016071580203481,0.003503140335409771,upper
303,0.9728896300365962,0.008656089822338401,2.019481583904236,0.0033161915643227236,upper
304,0.9759643313038329,0.00769175518407962,2.0227039633321264,0.0031279299883253397,upper
305,0.9788576166112984,0.00678021562415301,2.0257374438808866,0.0029384321026739713,upper
306,0.9815685579442689,0.005922528205717365,2.0285808275374744,0.002747774584598739,upper
307,0.9840962883493405,0.005119682700309708,2.031232993050084,0.0025560342667991787,upper
308,0.9864400017022483,0.004372601317814366,2.0336928960710727,0.0023632881137090056,upper
309,0.9885989524892794,0.003682138484692787,2.035959569277502,0.0021696132004001,upper
310,0.990572455603018,0.003049080664614948,2.038032122471873,0.0019750866939889367,upper
311,0.9923598861530275,0.002474146215887995,2.03990974266548,0.001779785837388026,upper
312,0.9939606792919606,0.001957985280372782,2.041591694146649,0.0015837879352416095,upper
313,0.9953743300574861,0.0015011796989109843,2.043077318535963,0.0013871703418726344,upper
314,0.9966003932303386,0.0011042429486507912,2.0443660348303943,0.0011900104510571552,upper
315,0.9976384832087172,0.0007676200980585161,2.0454573394380775,0.0009923856874438641,upper
316,0.9984882738992091,0.0004916877758272895,2.046350806205282,0.0007943734994197982,upper
317,0.999149498624353,0.00027675415034974723,2.047046086436917,0.0005960513532263789,upper
318,0.9996219500469311,0.00012305891689183736,2.0475429089117347,0.0003974967281243913,upper
319,0.9999054801110439,3.077329010236335e-05,2.047841079893166,0.00019878711239940117,upper
320,1.0,0.0,2.0479404831365335,9.940324336765727e-05,upper
