eta,surface,X_m,Y_m,Z_m,x_c
0.3,upper,0.98951,2.55,0.34108,0.20365
0.3,upper,1.03706,2.55,0.34983,0.22522
0.3,upper,1.08633,2.55,0.35805,0.24757
0.3,upper,1.13718,2.55,0.36565,0.27063
0.3,upper,1.18949,2.55,0.37255,0.29435
0.3,upper,1.24311,2.55,0.37869,0.31865
0.3,upper,1.29789,2.55,0.38399,0.34347
0.3,upper,1.35369,2.55,0.3884,0.36875
0.3,upper,1.41034,2.55,0.39187,0.3944
0.3,upper,1.46768,2.55,0.39435,0.42037
0.3,upper,1.52556,2.55,0.39581,0.44656
0.3,upper,1.5838,2.55,0.39625,0.47292
0.3,upper,1.64225,2.55,0.39565,0.49936
0.3,upper,1.70072,2.55,0.39402,0.5258
0.3,upper,1.75906,2.55,0.39138,0.55217
0.3,upper,1.81708,2.55,0.38776,0.5784
0.3,upper,1.87462,2.55,0.3832,0.6044
0.3,upper,1.93151,2.55,0.37776,0.6301
0.3,upper,1.98759,2.55,0.37149,0.65543
0.3,upper,2.04269,2.55,0.36448,0.68031
0.3,upper,2.09665,2.55,0.3568,0.70467
0.3,upper,2.14933,2.55,0.34853,0.72844
0.3,upper,2.20056,2.55,0.33978,0.75156
0.3,upper,2.25021,2.55,0.33064,0.77396
0.3,upper,2.29814,2.55,0.3212,0.79557
0.3,upper,2.34422,2.55,0.31158,0.81635
0.3,upper,2.38832,2.55,0.30187,0.83623
0.3,upper,2.43032,2.55,0.29217,0.85517
0.3,upper,2.47012,2.55,0.28259,0.87311
0.3,upper,2.50762,2.55,0.27321,0.89001
0.3,upper,2.54271,2.55,0.26414,0.90582
0.3,upper,2.57532,2.55,0.25545,0.92051
0.3,upper,2.60535,2.55,0.24724,0.93404
0.3,upper,2.63274,2.55,0.23957,0.94638
0.3,upper,2.65742,2.55,0.23252,0.95749
0.3,upper,2.67934,2.55,0.22615,0.96736
0.3,upper,2.69844,2.55,0.22051,0.97596
0.3,upper,2.71467,2.55,0.21566,0.98327
0.3,upper,2.728,2.55,0.21163,0.98928
0.3,upper,2.7384,2.55,0.20847,0.99396
0.3,upper,2.74585,2.55,0.20618,0.99731
0.3,upper,2.75032,2.55,0.20481,0.99933
0.3,upper,2.75181,2.55,0.20435,1.0
0.3,lower,0.54209,2.55,0.16964,0.0
0.3,lower,0.54412,2.55,0.16161,0.00086
0.3,lower,0.54917,2.55,0.15376,0.00309
0.3,lower,0.55723,2.55,0.14608,0.00668
0.3,lower,0.56828,2.55,0.13854,0.01163
0.3,lower,0.58229,2.55,0.13115,0.01792
0.3,lower,0.59922,2.55,0.12389,0.02552
0.3,lower,0.61902,2.55,0.11677,0.03443
0.3,lower,0.64164,2.55,0.10978,0.04461
0.3,lower,0.66701,2.55,0.10293,0.05605
0.3,lower,0.69507,2.55,0.09625,0.06869
0.3,lower,0.72573,2.55,0.08975,0.08252
0.3,lower,0.7589,2.55,0.08345,0.09748
0.3,lower,0.79449,2.55,0.0774,0.11354
0.3,lower,0.8324,2.55,0.07162,0.13065
0.3,lower,0.87251,2.55,0.06616,0.14876
0.3,lower,0.91472,2.55,0.06106,0.16782
0.3,lower,0.9589,2.55,0.05636,0.18777
0.3,lower,1.00492,2.55,0.05212,0.20857
0.3,lower,1.05266,2.55,0.04839,0.23014
0.3,lower,1.10198,2.55,0.04519,0.25243
0.3,lower,1.15274,2.55,0.04258,0.27538
0.3,lower,1.2048,2.55,0.0406,0.29891
0.3,lower,1.25801,2.55,0.03927,0.32298
0.3,lower,1.31223,2.55,0.03863,0.34751
0.3,lower,1.36732,2.55,0.03869,0.37243
0.3,lower,1.42312,2.55,0.03946,0.39768
0.3,lower,1.4795,2.55,0.04094,0.4232
0.3,lower,1.53629,2.55,0.04314,0.44891
0.3,lower,1.59335,2.55,0.04603,0.47475
0.3,lower,1.65053,2.55,0.04959,0.50064
0.3,lower,1.7077,2.55,0.0538,0.52654
0.3,lower,1.76469,2.55,0.0586,0.55236
0.3,lower,1.82137,2.55,0.06395,0.57804
0.3,lower,1.87758,2.55,0.06981,0.60351
0.3,lower,1.9332,2.55,0.0761,0.62872
0.3,lower,1.98806,2.55,0.08277,0.65359
0.3,lower,2.04204,2.55,0.08975,0.67806
0.3,lower,2.09499,2.55,0.09697,0.70207
0.3,lower,2.14678,2.55,0.10436,0.72555
0.3,lower,2.19726,2.55,0.11184,0.74844
0.3,lower,2.2463,2.55,0.11936,0.77068
0.3,lower,2.29377,2.55,0.12684,0.79221
0.3,lower,2.33953,2.55,0.13422,0.81297
0.3,lower,2.38346,2.55,0.14143,0.8329
0.3,lower,2.42543,2.55,0.14843,0.85194
0.3,lower,2.46533,2.55,0.15516,0.87004
0.3,lower,2.50303,2.55,0.16158,0.88714
0.3,lower,2.53843,2.55,0.16764,0.9032
0.3,lower,2.57142,2.55,0.17332,0.91816
0.3,lower,2.60189,2.55,0.17857,0.93199
0.3,lower,2.62976,2.55,0.18338,0.94463
0.3,lower,2.65494,2.55,0.18772,0.95605
0.3,lower,2.67734,2.55,0.19158,0.96622
0.3,lower,2.69691,2.55,0.19495,0.97509
0.3,lower,2.71357,2.55,0.19781,0.98265
0.3,lower,2.72728,2.55,0.20016,0.98887
0.3,lower,2.73799,2.55,0.20199,0.99373
0.3,lower,2.74566,2.55,0.2033,0.99721
0.3,lower,2.75028,2.55,0.20409,0.9993
0.3,lower,2.75181,2.55,0.20435,1.0
0.35,upper,0.63245,2.975,0.19821,0.0
0.35,upper,0.63339,2.975,0.20619,0.00051
0.35,upper,0.63727,2.975,0.21437,0.00239
0.35,upper,0.64407,2.975,0.22278,0.00563
0.35,upper,0.65377,2.975,0.23142,0.01022
0.35,upper,0.66634,2.975,0.24028,0.01616
0.35,upper,0.68175,2.975,0.24938,0.02342
0.35,upper,0.69996,2.975,0.25869,0.03199
0.35,upper,0.72092,2.975,0.26821,0.04184
0.35,upper,0.74458,2.975,0.27792,0.05295
0.35,upper,0.77086,2.975,0.28777,0.06528
0.35,upper,0.7997,2.975,0.29773,0.07881
0.35,upper,0.83104,2.975,0.30776,0.0935
0.35,upper,0.86477,2.975,0.31779,0.10932
0.35,upper,0.90083,2.975,0.32778,0.12621
0.35,upper,0.93911,2.975,0.33764,0.14413
0.35,upper,0.97951,2.975,0.34731,0.16305
0.35,upper,1.02194,2.975,0.3567,0.18291
0.35,upper,1.06627,2.975,0.36575,0.20365
0.35,upper,1.1124,2.975,0.37436,0.22522
0.35,upper,1.1602,2.975,0.38246,0.24757
0.35,upper,1.20954,2.975,0.38996,0.27063
0.35,upper,1.26029,2.975,0.3968,0.29435
0.35,upper,1.31232,2.975,0.40289,0.31865
0.35,upper,1.36547,2.975,0.40818,0.34347
0.35,upper,1.41962,2.975,0.4126,0.36875
0.35,upper,1.47459,2.975,0.4161,0.3944
0.35,upper,1.53024,2.975,0.41866,0.42037
0.35,upper,1.58641,2.975,0.42023,0.44656
0.35,upper,1.64294,2.975,0.4208,0.47292
0.35,upper,1.69967,2.975,0.42037,0.49936
0.35,upper,1.75643,2.975,0.41894,0.5258
0.35,upper,1.81305,2.975,0.41652,0.55217
0.35,upper,1.86938,2.975,0.41316,0.5784
0.35,upper,1.92524,2.975,0.40888,0.6044
0.35,upper,1.98047,2.975,0.40374,0.6301
0.35,upper,2.03492,2.975,0.3978,0.65543
0.35,upper,2.08841,2.975,0.39113,0.68031
0.35,upper,2.14081,2.975,0.38381,0.70467
0.35,upper,2.19195,2.975,0.37592,0.72844
0.35,upper,2.2417,2.975,0.36756,0.75156
0.35,upper,2.28992,2.975,0.35881,0.77396
0.35,upper,2.33646,2.975,0.34978,0.79557
0.35,upper,2.3812,2.975,0.34055,0.81635
0.35,upper,2.42403,2.975,0.33124,0.83623
0.35,upper,2.46483,2.975,0.32194,0.85517
0.35,upper,2.50348,2.975,0.31274,0.87311
0.35,upper,2.5399,2.975,0.30373,0.89001
0.35,upper,2.57398,2.975,0.29501,0.90582
0.35,upper,2.60565,2.975,0.28667,0.92051
0.35,upper,2.63482,2.975,0.27877,0.93404
0.35,upper,2.66143,2.975,0.2714,0.94638
0.35,upper,2.6854,2.975,0.26461,0.95749
0.35,upper,2.70669,2.975,0.25849,0.96736
0.35,upper,2.72524,2.975,0.25306,0.97596
0.35,upper,2.741,2.975,0.2484,0.98327
0.35,upper,2.75395,2.975,0.24452,0.98928
0.35,upper,2.76406,2.975,0.24147,0.99396
0.35,upper,2.77129,2.975,0.23928,0.99731
0.35,upper,2.77564,2.975,0.23796,0.99933
0.35,upper,2.77709,2.975,0.23751,1.0
0.35,lower,0.63245,2.975,0.19821,0.0
0.35,lower,0.63444,2.975,0.19042,0.00086
0.35,lower,0.63936,2.975,0.18282,0.00309
0.35,lower,0.64721,2.975,0.17538,0.00668
0.35,lower,0.65795,2.975,0.16809,0.01163
0.35,lower,0.67156,2.975,0.16095,0.01792
0.35,lower,0.68801,2.975,0.15395,0.02552
0.35,lower,0.70725,2.975,0.14709,0.03443
0.35,lower,0.72922,2.975,0.14036,0.04461
0.35,lower,0.75387,2.975,0.13378,0.05605
0.35,lower,0.78111,2.975,0.12737,0.06869
0.35,lower,0.81088,2.975,0.12114,0.08252
0.35,lower,0.8431,2.975,0.11511,0.09748
0.35,lower,0.87766,2.975,0.10932,0.11354
0.35,lower,0.91446,2.975,0.10381,0.13065
0.35,lower,0.95341,2.975,0.09861,0.14876
0.35,lower,0.99439,2.975,0.09377,0.16782
0.35,lower,1.03728,2.975,0.08933,0.18777
0.35,lower,1.08197,2.975,0.08533,0.20857
0.35,lower,1.12831,2.975,0.08182,0.23014
0.35,lower,1.17618,2.975,0.07884,0.25243
0.35,lower,1.22546,2.975,0.07644,0.27538
0.35,lower,1.27599,2.975,0.07465,0.29891
0.35,lower,1.32764,2.975,0.0735,0.32298
0.35,lower,1.38027,2.975,0.07301,0.34751
0.35,lower,1.43374,2.975,0.07321,0.37243
0.35,lower,1.4879,2.975,0.0741,0.39768
0.35,lower,1.54261,2.975,0.07568,0.4232
0.35,lower,1.59772,2.975,0.07796,0.44891
0.35,lower,1.6531,2.975,0.08091,0.47475
0.35,lower,1.70859,2.975,0.08451,0.50064
0.35,lower,1.76406,2.975,0.08874,0.52654
0.35,lower,1.81937,2.975,0.09354,0.55236
0.35,lower,1.87436,2.975,0.09888,0.57804
0.35,lower,1.92891,2.975,0.10471,0.60351
0.35,lower,1.98287,2.975,0.11096,0.62872
0.35,lower,2.03611,2.975,0.11757,0.65359
0.35,lower,2.08848,2.975,0.12448,0.67806
0.35,lower,2.13986,2.975,0.13162,0.70207
0.35,lower,2.1901,2.975,0.13893,0.72555
0.35,lower,2.23908,2.975,0.14632,0.74844
0.35,lower,2.28665,2.975,0.15374,0.77068
0.35,lower,2.33271,2.975,0.16112,0.79221
0.35,lower,2.3771,2.975,0.1684,0.81297
0.35,lower,2.41972,2.975,0.17551,0.8329
0.35,lower,2.46045,2.975,0.18241,0.85194
0.35,lower,2.49915,2.975,0.18905,0.87004
0.35,lower,2.53573,2.975,0.19537,0.88714
0.35,lower,2.57007,2.975,0.20135,0.9032
0.35,lower,2.60207,2.975,0.20694,0.91816
0.35,lower,2.63164,2.975,0.21211,0.93199
0.35,lower,2.65867,2.975,0.21685,0.94463
0.35,lower,2.6831,2.975,0.22113,0.95605
0.35,lower,2.70484,2.975,0.22493,0.96622
0.35,lower,2.72382,2.975,0.22825,0.97509
0.35,lower,2.73999,2.975,0.23107,0.98265
0.35,lower,2.75328,2.975,0.23338,0.98887
0.35,lower,2.76367,2.975,0.23519,0.99373
0.35,lower,2.77112,2.975,0.23648,0.99721
0.35,lower,2.77559,2.975,0.23725,0.9993
0.35,lower,2.77709,2.975,0.23751,1.0
0.4,upper,0.72281,3.4,0.22686,0.0
0.4,upper,0.7237,3.4,0.2346,0.00051
0.4,upper,0.72744,3.4,0.24255,0.00239
0.4,upper,0.73401,3.4,0.25072,0.00563
0.4,upper,0.7434,3.4,0.25912,0.01022
0.4,upper,0.75557,3.4,0.26775,0.01616
0.4,upper,0.77049,3.4,0.27661,0.02342
0.4,upper,0.78813,3.4,0.28569,0.03199
0.4,upper,0.80843,3.4,0.29497,0.04184
0.4,upper,0.83134,3.4,0.30444,0.05295
0.4,upper,0.8568,3.4,0.31406,0.06528
0.4,upper,0.88474,3.4,0.3238,0.07881
0.4,upper,0.9151,3.4,0.3336,0.0935
0.4,upper,0.94779,3.4,0.34342,0.10932
0.4,upper,0.98273,3.4,0.35319,0.12621
0.4,upper,1.01982,3.4,0.36285,0.14413
0.4,upper,1.05898,3.4,0.37232,0.16305
0.4,upper,1.10009,3.4,0.38154,0.18291
0.4,upper,1.14306,3.4,0.39043,0.20365
0.4,upper,1.18777,3.4,0.3989,0.22522
0.4,upper,1.2341,3.4,0.40687,0.24757
0.4,upper,1.28192,3.4,0.41427,0.27063
0.4,upper,1.33112,3.4,0.42103,0.29435
0.4,upper,1.38155,3.4,0.42707,0.31865
0.4,upper,1.43309,3.4,0.43233,0.34347
0.4,upper,1.48558,3.4,0.43675,0.36875
0.4,upper,1.53887,3.4,0.44029,0.3944
0.4,upper,1.59283,3.4,0.44291,0.42037
0.4,upper,1.6473,3.4,0.44458,0.44656
0.4,upper,1.70212,3.4,0.44528,0.47292
0.4,upper,1.75712,3.4,0.445,0.49936
0.4,upper,1.81217,3.4,0.44376,0.5258
0.4,upper,1.86708,3.4,0.44156,0.55217
0.4,upper,1.92171,3.4,0.43844,0.5784
0.4,upper,1.97588,3.4,0.43443,0.6044
0.4,upper,2.02946,3.4,0.42959,0.6301
0.4,upper,2.08227,3.4,0.42397,0.65543
0.4,upper,2.13416,3.4,0.41764,0.68031
0.4,upper,2.18499,3.4,0.41067,0.70467
0.4,upper,2.2346,3.4,0.40315,0.72844
0.4,upper,2.28286,3.4,0.39517,0.75156
0.4,upper,2.32964,3.4,0.38681,0.77396
0.4,upper,2.37479,3.4,0.37817,0.79557
0.4,upper,2.4182,3.4,0.36934,0.81635
0.4,upper,2.45976,3.4,0.36041,0.83623
0.4,upper,2.49934,3.4,0.35149,0.85517
0.4,upper,2.53685,3.4,0.34267,0.87311
0.4,upper,2.57218,3.4,0.33403,0.89001
0.4,upper,2.60526,3.4,0.32566,0.90582
0.4,upper,2.63598,3.4,0.31765,0.92051
0.4,upper,2.66429,3.4,0.31007,0.93404
0.4,upper,2.69011,3.4,0.30298,0.94638
0.4,upper,2.71337,3.4,0.29647,0.95749
0.4,upper,2.73403,3.4,0.29058,0.96736
0.4,upper,2.75203,3.4,0.28537,0.97596
0.4,upper,2.76733,3.4,0.28088,0.98327
0.4,upper,2.7799,3.4,0.27716,0.98928
0.4,upper,2.78971,3.4,0.27423,0.99396
0.4,upper,2.79673,3.4,0.27212,0.99731
0.4,upper,2.80094,3.4,0.27085,0.99933
0.4,upper,2.80235,3.4,0.27042,1.0
0.4,lower,0.72281,3.4,0.22686,0.0
0.4,lower,0.72476,3.4,0.21932,0.00086
0.4,lower,0.72955,3.4,0.21195,0.00309
0.4,lower,0.73718,3.4,0.20476,0.00668
0.4,lower,0.74761,3.4,0.19773,0.01163
0.4,lower,0.76083,3.4,0.19084,0.01792
0.4,lower,0.7768,3.4,0.18409,0.02552
0.4,lower,0.79547,3.4,0.17748,0.03443
0.4,lower,0.8168,3.4,0.17102,0.04461
0.4,lower,0.84071,3.4,0.1647,0.05605
0.4,lower,0.86715,3.4,0.15855,0.06869
0.4,lower,0.89603,3.4,0.15258,0.08252
0.4,lower,0.92728,3.4,0.14682,0.09748
0.4,lower,0.96081,3.4,0.1413,0.11354
0.4,lower,0.99652,3.4,0.13604,0.13065
0.4,lower,1.0343,3.4,0.1311,0.14876
0.4,lower,1.07405,3.4,0.12651,0.16782
0.4,lower,1.11565,3.4,0.12231,0.18777
0.4,lower,1.15899,3.4,0.11855,0.20857
0.4,lower,1.20394,3.4,0.11526,0.23014
0.4,lower,1.25037,3.4,0.1125,0.25243
0.4,lower,1.29815,3.4,0.11029,0.27538
0.4,lower,1.34716,3.4,0.10868,0.29891
0.4,lower,1.39725,3.4,0.1077,0.32298
0.4,lower,1.44829,3.4,0.10736,0.34751
0.4,lower,1.50013,3.4,0.10768,0.37243
0.4,lower,1.55265,3.4,0.10868,0.39768
0.4,lower,1.60569,3.4,0.11036,0.4232
0.4,lower,1.65913,3.4,0.11271,0.44891
0.4,lower,1.71282,3.4,0.11571,0.47475
0.4,lower,1.76663,3.4,0.11935,0.50064
0.4,lower,1.82041,3.4,0.12358,0.52654
0.4,lower,1.87402,3.4,0.12838,0.55236
0.4,lower,1.92734,3.4,0.1337,0.57804
0.4,lower,1.98022,3.4,0.13949,0.60351
0.4,lower,2.03253,3.4,0.14569,0.62872
0.4,lower,2.08413,3.4,0.15223,0.65359
0.4,lower,2.1349,3.4,0.15907,0.67806
0.4,lower,2.1847,3.4,0.16612,0.70207
0.4,lower,2.2334,3.4,0.17333,0.72555
0.4,lower,2.28088,3.4,0.18063,0.74844
0.4,lower,2.327,3.4,0.18794,0.77068
0.4,lower,2.37163,3.4,0.19522,0.79221
0.4,lower,2.41467,3.4,0.20239,0.81297
0.4,lower,2.45598,3.4,0.20939,0.8329
0.4,lower,2.49545,3.4,0.21619,0.85194
0.4,lower,2.53296,3.4,0.22272,0.87004
0.4,lower,2.56842,3.4,0.22895,0.88714
0.4,lower,2.6017,3.4,0.23483,0.9032
0.4,lower,2.63272,3.4,0.24033,0.91816
0.4,lower,2.66137,3.4,0.24542,0.93199
0.4,lower,2.68758,3.4,0.25008,0.94463
0.4,lower,2.71125,3.4,0.2543,0.95605
0.4,lower,2.73232,3.4,0.25804,0.96622
0.4,lower,2.75072,3.4,0.2613,0.97509
0.4,lower,2.76639,3.4,0.26408,0.98265
0.4,lower,2.77928,3.4,0.26636,0.98887
0.4,lower,2.78935,3.4,0.26813,0.99373
0.4,lower,2.79656,3.4,0.2694,0.99721
0.4,lower,2.8009,3.4,0.27017,0.9993
0.4,lower,2.80235,3.4,0.27042,1.0
0.45,upper,0.81317,3.825,0.2556,0.0
0.45,upper,0.81402,3.825,0.2631,0.00051
0.45,upper,0.81762,3.825,0.27081,0.00239
0.45,upper,0.82396,3.825,0.27875,0.00563
0.45,upper,0.83303,3.825,0.28691,0.01022
0.45,upper,0.8448,3.825,0.2953,0.01616
0.45,upper,0.85924,3.825,0.30392,0.02342
0.45,upper,0.8763,3.825,0.31276,0.03199
0.45,upper,0.89594,3.825,0.3218,0.04184
0.45,upper,0.91811,3.825,0.33103,0.05295
0.45,upper,0.94275,3.825,0.34042,0.06528
0.45,upper,0.9698,3.825,0.34992,0.07881
0.45,upper,0.99918,3.825,0.35949,0.0935
0.45,upper,1.03083,3.825,0.36908,0.10932
0.45,upper,1.06465,3.825,0.37864,0.12621
0.45,upper,1.10056,3.825,0.38809,0.14413
0.45,upper,1.13846,3.825,0.39737,0.16305
0.45,upper,1.17827,3.825,0.40641,0.18291
0.45,upper,1.21987,3.825,0.41512,0.20365
0.45,upper,1.26316,3.825,0.42344,0.22522
0.45,upper,1.30802,3.825,0.43128,0.24757
0.45,upper,1.35434,3.825,0.43857,0.27063
0.45,upper,1.40198,3.825,0.44524,0.29435
0.45,upper,1.45082,3.825,0.45122,0.31865
0.45,upper,1.50073,3.825,0.45645,0.34347
0.45,upper,1.55157,3.825,0.46087,0.36875
0.45,upper,1.60319,3.825,0.46443,0.3944
0.45,upper,1.65546,3.825,0.46711,0.42037
0.45,upper,1.70822,3.825,0.46886,0.44656
0.45,upper,1.76132,3.825,0.46968,0.47292
0.45,upper,1.81461,3.825,0.46955,0.49936
0.45,upper,1.86793,3.825,0.46848,0.5258
0.45,upper,1.92114,3.825,0.46649,0.55217
0.45,upper,1.97406,3.825,0.46361,0.5784
0.45,upper,2.02656,3.825,0.45986,0.6044
0.45,upper,2.07847,3.825,0.4553,0.6301
0.45,upper,2.12964,3.825,0.44999,0.65543
0.45,upper,2.17993,3.825,0.44399,0.68031
0.45,upper,2.22918,3.825,0.43737,0.70467
0.45,upper,2.27727,3.825,0.43022,0.72844
0.45,upper,2.32404,3.825,0.42261,0.75156
0.45,upper,2.36937,3.825,0.41463,0.77396
0.45,upper,2.41314,3.825,0.40637,0.79557
0.45,upper,2.45522,3.825,0.39792,0.81635
0.45,upper,2.4955,3.825,0.38939,0.83623
0.45,upper,2.53386,3.825,0.38085,0.85517
0.45,upper,2.57022,3.825,0.37239,0.87311
0.45,upper,2.60447,3.825,0.36411,0.89001
0.45,upper,2.63654,3.825,0.35609,0.90582
0.45,upper,2.66632,3.825,0.34841,0.92051
0.45,upper,2.69377,3.825,0.34113,0.93404
0.45,upper,2.71879,3.825,0.33434,0.94638
0.45,upper,2.74135,3.825,0.32808,0.95749
0.45,upper,2.76137,3.825,0.32243,0.96736
0.45,upper,2.77883,3.825,0.31743,0.97596
0.45,upper,2.79366,3.825,0.31312,0.98327
0.45,upper,2.80584,3.825,0.30955,0.98928
0.45,upper,2.81535,3.825,0.30673,0.99396
0.45,upper,2.82216,3.825,0.30471,0.99731
0.45,upper,2.82625,3.825,0.30348,0.99933
0.45,upper,2.82761,3.825,0.30307,1.0
0.45,lower,0.81317,3.825,0.2556,0.0
0.45,lower,0.81508,3.825,0.2483,0.00086
0.45,lower,0.81974,3.825,0.24118,0.00309
0.45,lower,0.82715,3.825,0.23423,0.00668
0.45,lower,0.83727,3.825,0.22744,0.01163
0.45,lower,0.8501,3.825,0.2208,0.01792
0.45,lower,0.86558,3.825,0.21431,0.02552
0.45,lower,0.88369,3.825,0.20795,0.03443
0.45,lower,0.90436,3.825,0.20174,0.04461
0.45,lower,0.92754,3.825,0.19568,0.05605
0.45,lower,0.95317,3.825,0.18979,0.06869
0.45,lower,0.98117,3.825,0.18408,0.08252
0.45,lower,1.01146,3.825,0.17858,0.09748
0.45,lower,1.04395,3.825,0.17331,0.11354
0.45,lower,1.07856,3.825,0.16832,0.13065
0.45,lower,1.11517,3.825,0.16362,0.14876
0.45,lower,1.15369,3.825,0.15928,0.16782
0.45,lower,1.194,3.825,0.15531,0.18777
0.45,lower,1.23599,3.825,0.15178,0.20857
0.45,lower,1.27955,3.825,0.14871,0.23014
0.45,lower,1.32453,3.825,0.14615,0.25243
0.45,lower,1.37083,3.825,0.14414,0.27538
0.45,lower,1.41831,3.825,0.1427,0.29891
0.45,lower,1.46683,3.825,0.14187,0.32298
0.45,lower,1.51628,3.825,0.14167,0.34751
0.45,lower,1.5665,3.825,0.14212,0.37243
0.45,lower,1.61737,3.825,0.14322,0.39768
0.45,lower,1.66876,3.825,0.14498,0.4232
0.45,lower,1.72052,3.825,0.14739,0.44891
0.45,lower,1.77253,3.825,0.15044,0.47475
0.45,lower,1.82464,3.825,0.15409,0.50064
0.45,lower,1.87673,3.825,0.15833,0.52654
0.45,lower,1.92865,3.825,0.16312,0.55236
0.45,lower,1.98029,3.825,0.16841,0.57804
0.45,lower,2.0315,3.825,0.17415,0.60351
0.45,lower,2.08216,3.825,0.18029,0.62872
0.45,lower,2.13214,3.825,0.18676,0.65359
0.45,lower,2.18131,3.825,0.19351,0.67806
0.45,lower,2.22953,3.825,0.20047,0.70207
0.45,lower,2.27669,3.825,0.20758,0.72555
0.45,lower,2.32266,3.825,0.21476,0.74844
0.45,lower,2.36732,3.825,0.22197,0.77068
0.45,lower,2.41054,3.825,0.22913,0.79221
0.45,lower,2.45221,3.825,0.23618,0.81297
0.45,lower,2.49222,3.825,0.24308,0.8329
0.45,lower,2.53044,3.825,0.24976,0.85194
0.45,lower,2.56676,3.825,0.25618,0.87004
0.45,lower,2.60109,3.825,0.2623,0.88714
0.45,lower,2.63332,3.825,0.26808,0.9032
0.45,lower,2.66335,3.825,0.27349,0.91816
0.45,lower,2.6911,3.825,0.2785,0.93199
0.45,lower,2.71648,3.825,0.28308,0.94463
0.45,lower,2.7394,3.825,0.28722,0.95605
0.45,lower,2.7598,3.825,0.2909,0.96622
0.45,lower,2.77762,3.825,0.29411,0.97509
0.45,lower,2.79279,3.825,0.29684,0.98265
0.45,lower,2.80527,3.825,0.29908,0.98887
0.45,lower,2.81502,3.825,0.30082,0.99373
0.45,lower,2.82201,3.825,0.30207,0.99721
0.45,lower,2.82621,3.825,0.30282,0.9993
0.45,lower,2.82761,3.825,0.30307,1.0
0.5,upper,0.90353,4.25,0.28443,0.0
0.5,upper,0.90433,4.25,0.29169,0.00051
0.5,upper,0.9078,4.25,0.29916,0.00239
0.5,upper,0.91392,4.25,0.30685,0.00563
0.5,upper,0.92268,4.25,0.31477,0.01022
0.5,upper,0.93404,4.25,0.32292,0.01616
0.5,upper,0.94799,4.25,0.3313,0.02342
0.5,upper,0.96448,4.25,0.3399,0.03199
0.5,upper,0.98346,4.25,0.3487,0.04184
0.5,upper,1.0049,4.25,0.35769,0.05295
0.5,upper,1.02872,4.25,0.36683,0.06528
0.5,upper,1.05487,4.25,0.3761,0.07881
0.5,upper,1.08328,4.25,0.38544,0.0935
0.5,upper,1.11388,4.25,0.3948,0.10932
0.5,upper,1.14658,4.25,0.40413,0.12621
0.5,upper,1.18131,4.25,0.41337,0.14413
0.5,upper,1.21797,4.25,0.42245,0.16305
0.5,upper,1.25647,4.25,0.43129,0.18291
0.5,upper,1.29671,4.25,0.43983,0.20365
0.5,upper,1.33858,4.25,0.44799,0.22522
0.5,upper,1.38198,4.25,0.45569,0.24757
0.5,upper,1.42678,4.25,0.46287,0.27063
0.5,upper,1.47287,4.25,0.46944,0.29435
0.5,upper,1.52012,4.25,0.47535,0.31865
0.5,upper,1.5684,4.25,0.48054,0.34347
0.5,upper,1.61759,4.25,0.48494,0.36875
0.5,upper,1.66754,4.25,0.48852,0.3944
0.5,upper,1.71811,4.25,0.49124,0.42037
0.5,upper,1.76916,4.25,0.49307,0.44656
0.5,upper,1.82055,4.25,0.494,0.47292
0.5,upper,1.87212,4.25,0.49401,0.49936
0.5,upper,1.92373,4.25,0.49311,0.5258
0.5,upper,1.97522,4.25,0.49132,0.55217
0.5,upper,2.02645,4.25,0.48866,0.5784
0.5,upper,2.07726,4.25,0.48517,0.6044
0.5,upper,2.1275,4.25,0.48089,0.6301
0.5,upper,2.17704,4.25,0.47588,0.65543
0.5,upper,2.22572,4.25,0.4702,0.68031
0.5,upper,2.2734,4.25,0.46392,0.70467
0.5,upper,2.31995,4.25,0.45712,0.72844
0.5,upper,2.36524,4.25,0.44987,0.75156
0.5,upper,2.40913,4.25,0.44226,0.77396
0.5,upper,2.4515,4.25,0.43438,0.79557
0.5,upper,2.49225,4.25,0.42632,0.81635
0.5,upper,2.53125,4.25,0.41816,0.83623
0.5,upper,2.5684,4.25,0.40999,0.85517
0.5,upper,2.6036,4.25,0.4019,0.87311
0.5,upper,2.63677,4.25,0.39398,0.89001
0.5,upper,2.66782,4.25,0.38629,0.90582
0.5,upper,2.69667,4.25,0.37893,0.92051
0.5,upper,2.72324,4.25,0.37196,0.93404
0.5,upper,2.74748,4.25,0.36545,0.94638
0.5,upper,2.76932,4.25,0.35946,0.95749
0.5,upper,2.78872,4.25,0.35404,0.96736
0.5,upper,2.80562,4.25,0.34924,0.97596
0.5,upper,2.81999,4.25,0.34511,0.98327
0.5,upper,2.83179,4.25,0.34168,0.98928
0.5,upper,2.84099,4.25,0.33898,0.99396
0.5,upper,2.84758,4.25,0.33704,0.99731
0.5,upper,2.85154,4.25,0.33586,0.99933
0.5,upper,2.85286,4.25,0.33547,1.0
0.5,lower,0.90353,4.25,0.28443,0.0
0.5,lower,0.9054,4.25,0.27736,0.00086
0.5,lower,0.90993,4.25,0.27049,0.00309
0.5,lower,0.91711,4.25,0.26378,0.00668
0.5,lower,0.92693,4.25,0.25724,0.01163
0.5,lower,0.93936,4.25,0.25084,0.01792
0.5,lower,0.95436,4.25,0.2446,0.02552
