eta,surface,X_m,Y_m,Z_m,x_c
0.7,lower,2.94333,5.95,0.46048,0.99373
0.7,lower,2.94917,5.95,0.46161,0.99721
0.7,lower,2.95269,5.95,0.46229,0.9993
0.7,lower,2.95386,5.95,0.46251,1.0
0.75,upper,1.35536,6.375,0.42983,0.0
0.75,upper,1.35595,6.375,0.43589,0.00051
0.75,upper,1.35876,6.375,0.44216,0.00239
0.75,upper,1.36377,6.375,0.44863,0.00563
0.75,upper,1.37098,6.375,0.45533,0.01022
0.75,upper,1.38037,6.375,0.46224,0.01616
0.75,upper,1.3919,6.375,0.46938,0.02342
0.75,upper,1.40554,6.375,0.47672,0.03199
0.75,upper,1.42126,6.375,0.48426,0.04184
0.75,upper,1.43903,6.375,0.49199,0.05295
0.75,upper,1.45878,6.375,0.49987,0.06528
0.75,upper,1.48047,6.375,0.50787,0.07881
0.75,upper,1.50404,6.375,0.51596,0.0935
0.75,upper,1.52943,6.375,0.5241,0.10932
0.75,upper,1.55658,6.375,0.53223,0.12621
0.75,upper,1.58542,6.375,0.54031,0.14413
0.75,upper,1.61587,6.375,0.54827,0.16305
0.75,upper,1.64785,6.375,0.55606,0.18291
0.75,upper,1.68129,6.375,0.56362,0.20365
0.75,upper,1.71609,6.375,0.57087,0.22522
0.75,upper,1.75216,6.375,0.57776,0.24757
0.75,upper,1.78941,6.375,0.58423,0.27063
0.75,upper,1.82775,6.375,0.59021,0.29435
0.75,upper,1.86706,6.375,0.59565,0.31865
0.75,upper,1.90723,6.375,0.6005,0.34347
0.75,upper,1.94817,6.375,0.60471,0.36875
0.75,upper,1.98975,6.375,0.60823,0.3944
0.75,upper,2.03186,6.375,0.61105,0.42037
0.75,upper,2.07438,6.375,0.61313,0.44656
0.75,upper,2.11719,6.375,0.61446,0.47292
0.75,upper,2.16016,6.375,0.61504,0.49936
0.75,upper,2.20318,6.375,0.61485,0.5258
0.75,upper,2.2461,6.375,0.61392,0.55217
0.75,upper,2.28882,6.375,0.61226,0.5784
0.75,upper,2.33119,6.375,0.60991,0.6044
0.75,upper,2.37311,6.375,0.60689,0.6301
0.75,upper,2.41444,6.375,0.60326,0.65543
0.75,upper,2.45506,6.375,0.59906,0.68031
0.75,upper,2.49487,6.375,0.59434,0.70467
0.75,upper,2.53373,6.375,0.58918,0.72844
0.75,upper,2.57154,6.375,0.58364,0.75156
0.75,upper,2.6082,6.375,0.57778,0.77396
0.75,upper,2.64359,6.375,0.57167,0.79557
0.75,upper,2.67763,6.375,0.5654,0.81635
0.75,upper,2.71021,6.375,0.55902,0.83623
0.75,upper,2.74126,6.375,0.55262,0.85517
0.75,upper,2.77068,6.375,0.54627,0.87311
0.75,upper,2.79841,6.375,0.54002,0.89001
0.75,upper,2.82436,6.375,0.53396,0.90582
0.75,upper,2.84848,6.375,0.52814,0.92051
0.75,upper,2.8707,6.375,0.52262,0.93404
0.75,upper,2.89097,6.375,0.51746,0.94638
0.75,upper,2.90924,6.375,0.5127,0.95749
0.75,upper,2.92545,6.375,0.5084,0.96736
0.75,upper,2.93959,6.375,0.50459,0.97596
0.75,upper,2.95161,6.375,0.5013,0.98327
0.75,upper,2.96148,6.375,0.49857,0.98928
0.75,upper,2.96918,6.375,0.49643,0.99396
0.75,upper,2.97469,6.375,0.49488,0.99731
0.75,upper,2.978,6.375,0.49394,0.99933
0.75,upper,2.97911,6.375,0.49363,1.0
0.75,lower,1.35536,6.375,0.42983,0.0
0.75,lower,1.35699,6.375,0.42397,0.00086
0.75,lower,1.36084,6.375,0.41829,0.00309
0.75,lower,1.3669,6.375,0.41278,0.00668
0.75,lower,1.37516,6.375,0.40743,0.01163
0.75,lower,1.38558,6.375,0.40224,0.01792
0.75,lower,1.39815,6.375,0.3972,0.02552
0.75,lower,1.41283,6.375,0.3923,0.03443
0.75,lower,1.42958,6.375,0.38756,0.04461
0.75,lower,1.44835,6.375,0.38297,0.05605
0.75,lower,1.46909,6.375,0.37854,0.06869
0.75,lower,1.49174,6.375,0.37429,0.08252
0.75,lower,1.51623,6.375,0.37024,0.09748
0.75,lower,1.5425,6.375,0.3664,0.11354
0.75,lower,1.57046,6.375,0.36281,0.13065
0.75,lower,1.60005,6.375,0.35949,0.14876
0.75,lower,1.63116,6.375,0.35647,0.16782
0.75,lower,1.66372,6.375,0.35379,0.18777
0.75,lower,1.69762,6.375,0.35147,0.20857
0.75,lower,1.73278,6.375,0.34955,0.23014
0.75,lower,1.76909,6.375,0.34806,0.25243
0.75,lower,1.80645,6.375,0.34702,0.27538
0.75,lower,1.84475,6.375,0.34646,0.29891
0.75,lower,1.88389,6.375,0.34641,0.32298
0.75,lower,1.92376,6.375,0.34687,0.34751
0.75,lower,1.96425,6.375,0.34787,0.37243
0.75,lower,2.00526,6.375,0.3494,0.39768
0.75,lower,2.04667,6.375,0.35147,0.4232
0.75,lower,2.08838,6.375,0.35407,0.44891
0.75,lower,2.13027,6.375,0.35719,0.47475
0.75,lower,2.17225,6.375,0.3608,0.50064
0.75,lower,2.2142,6.375,0.36487,0.52654
0.75,lower,2.25601,6.375,0.36939,0.55236
0.75,lower,2.29758,6.375,0.37431,0.57804
0.75,lower,2.3388,6.375,0.37959,0.60351
0.75,lower,2.37957,6.375,0.38518,0.62872
0.75,lower,2.41979,6.375,0.39103,0.65359
0.75,lower,2.45935,6.375,0.3971,0.67806
0.75,lower,2.49815,6.375,0.40332,0.70207
0.75,lower,2.53608,6.375,0.40965,0.72555
0.75,lower,2.57306,6.375,0.41603,0.74844
0.75,lower,2.60898,6.375,0.4224,0.77068
0.75,lower,2.64374,6.375,0.42872,0.79221
0.75,lower,2.67726,6.375,0.43494,0.81297
0.75,lower,2.70942,6.375,0.441,0.8329
0.75,lower,2.74016,6.375,0.44688,0.85194
0.75,lower,2.76937,6.375,0.45251,0.87004
0.75,lower,2.79697,6.375,0.45788,0.88714
0.75,lower,2.82289,6.375,0.46295,0.9032
0.75,lower,2.84704,6.375,0.4677,0.91816
0.75,lower,2.86935,6.375,0.47208,0.93199
0.75,lower,2.88975,6.375,0.4761,0.94463
0.75,lower,2.90818,6.375,0.47973,0.95605
0.75,lower,2.92459,6.375,0.48296,0.96622
0.75,lower,2.93891,6.375,0.48577,0.97509
0.75,lower,2.95111,6.375,0.48816,0.98265
0.75,lower,2.96115,6.375,0.49013,0.98887
0.75,lower,2.96899,6.375,0.49166,0.99373
0.75,lower,2.9746,6.375,0.49275,0.99721
0.75,lower,2.97798,6.375,0.49341,0.9993
0.75,lower,2.97911,6.375,0.49363,1.0
0.8,upper,1.44573,6.8,0.45917,0.0
0.8,upper,1.44628,6.8,0.46499,0.00051
0.8,upper,1.44896,6.8,0.47101,0.00239
0.8,upper,1.45376,6.8,0.47724,0.00563
0.8,upper,1.46066,6.8,0.48368,0.01022
0.8,upper,1.46965,6.8,0.49035,0.01616
0.8,upper,1.4807,6.8,0.49722,0.02342
0.8,upper,1.49378,6.8,0.50431,0.03199
0.8,upper,1.50886,6.8,0.51159,0.04184
0.8,upper,1.52589,6.8,0.51905,0.05295
0.8,upper,1.54483,6.8,0.52666,0.06528
0.8,upper,1.56563,6.8,0.5344,0.07881
0.8,upper,1.58824,6.8,0.54223,0.0935
0.8,upper,1.6126,6.8,0.5501,0.10932
0.8,upper,1.63864,6.8,0.55798,0.12621
0.8,upper,1.6663,6.8,0.5658,0.14413
0.8,upper,1.69552,6.8,0.57352,0.16305
0.8,upper,1.7262,6.8,0.58108,0.18291
0.8,upper,1.75828,6.8,0.58842,0.20365
0.8,upper,1.79167,6.8,0.59547,0.22522
0.8,upper,1.82628,6.8,0.60218,0.24757
0.8,upper,1.86203,6.8,0.60848,0.27063
0.8,upper,1.89881,6.8,0.61432,0.29435
0.8,upper,1.93653,6.8,0.61964,0.31865
0.8,upper,1.97509,6.8,0.62439,0.34347
0.8,upper,2.01438,6.8,0.62854,0.36875
0.8,upper,2.05429,6.8,0.63203,0.3944
0.8,upper,2.09471,6.8,0.63484,0.42037
0.8,upper,2.13552,6.8,0.63694,0.44656
0.8,upper,2.17662,6.8,0.63833,0.47292
0.8,upper,2.21787,6.8,0.63899,0.49936
0.8,upper,2.25916,6.8,0.63892,0.5258
0.8,upper,2.30037,6.8,0.63813,0.55217
0.8,upper,2.34138,6.8,0.63665,0.5784
0.8,upper,2.38207,6.8,0.63449,0.6044
0.8,upper,2.42231,6.8,0.6317,0.6301
0.8,upper,2.462,6.8,0.62832,0.65543
0.8,upper,2.50101,6.8,0.62439,0.68031
0.8,upper,2.53923,6.8,0.61996,0.70467
0.8,upper,2.57655,6.8,0.61511,0.72844
0.8,upper,2.61287,6.8,0.60988,0.75156
0.8,upper,2.64807,6.8,0.60434,0.77396
0.8,upper,2.68207,6.8,0.59857,0.79557
0.8,upper,2.71476,6.8,0.59263,0.81635
0.8,upper,2.74606,6.8,0.5866,0.83623
0.8,upper,2.77588,6.8,0.58053,0.85517
0.8,upper,2.80414,6.8,0.5745,0.87311
0.8,upper,2.83077,6.8,0.56858,0.89001
0.8,upper,2.8557,6.8,0.56282,0.90582
0.8,upper,2.87887,6.8,0.5573,0.92051
0.8,upper,2.90022,6.8,0.55206,0.93404
0.8,upper,2.91969,6.8,0.54715,0.94638
0.8,upper,2.93723,6.8,0.54263,0.95749
0.8,upper,2.95281,6.8,0.53854,0.96736
0.8,upper,2.96639,6.8,0.53492,0.97596
0.8,upper,2.97794,6.8,0.53179,0.98327
0.8,upper,2.98742,6.8,0.5292,0.98928
0.8,upper,2.99482,6.8,0.52715,0.99396
0.8,upper,3.00011,6.8,0.52568,0.99731
0.8,upper,3.0033,6.8,0.52479,0.99933
0.8,upper,3.00436,6.8,0.5245,1.0
0.8,lower,1.44573,6.8,0.45917,0.0
0.8,lower,1.44731,6.8,0.45354,0.00086
0.8,lower,1.45102,6.8,0.4481,0.00309
0.8,lower,1.45685,6.8,0.44283,0.00668
0.8,lower,1.46479,6.8,0.43771,0.01163
0.8,lower,1.47481,6.8,0.43276,0.01792
0.8,lower,1.48689,6.8,0.42795,0.02552
0.8,lower,1.50099,6.8,0.42329,0.03443
0.8,lower,1.51708,6.8,0.41877,0.04461
0.8,lower,1.53511,6.8,0.41441,0.05605
0.8,lower,1.55503,6.8,0.41022,0.06869
0.8,lower,1.57679,6.8,0.40619,0.08252
0.8,lower,1.60031,6.8,0.40236,0.09748
0.8,lower,1.62554,6.8,0.39875,0.11354
0.8,lower,1.65239,6.8,0.39537,0.13065
0.8,lower,1.6808,6.8,0.39226,0.14876
0.8,lower,1.71068,6.8,0.38944,0.16782
0.8,lower,1.74194,6.8,0.38694,0.18777
0.8,lower,1.77449,6.8,0.3848,0.20857
0.8,lower,1.80825,6.8,0.38305,0.23014
0.8,lower,1.84311,6.8,0.3817,0.25243
0.8,lower,1.87897,6.8,0.3808,0.27538
0.8,lower,1.91574,6.8,0.38036,0.29891
0.8,lower,1.95332,6.8,0.38041,0.32298
0.8,lower,1.99159,6.8,0.38096,0.34751
0.8,lower,2.03046,6.8,0.38202,0.37243
0.8,lower,2.06983,6.8,0.38359,0.39768
0.8,lower,2.10958,6.8,0.38568,0.4232
0.8,lower,2.14961,6.8,0.38828,0.44891
0.8,lower,2.18982,6.8,0.39138,0.47475
0.8,lower,2.23011,6.8,0.39495,0.50064
0.8,lower,2.27037,6.8,0.39897,0.52654
0.8,lower,2.3105,6.8,0.40341,0.55236
0.8,lower,2.35039,6.8,0.40824,0.57804
0.8,lower,2.38995,6.8,0.41341,0.60351
0.8,lower,2.42908,6.8,0.41887,0.62872
0.8,lower,2.46767,6.8,0.4246,0.65359
0.8,lower,2.50563,6.8,0.43052,0.67806
0.8,lower,2.54286,6.8,0.43659,0.70207
0.8,lower,2.57927,6.8,0.44276,0.72555
0.8,lower,2.61475,6.8,0.44898,0.74844
0.8,lower,2.64922,6.8,0.45519,0.77068
0.8,lower,2.68257,6.8,0.46134,0.79221
0.8,lower,2.71473,6.8,0.46739,0.81297
0.8,lower,2.74559,6.8,0.4733,0.8329
0.8,lower,2.77508,6.8,0.47901,0.85194
0.8,lower,2.80311,6.8,0.4845,0.87004
0.8,lower,2.8296,6.8,0.48972,0.88714
0.8,lower,2.85446,6.8,0.49465,0.9032
0.8,lower,2.87763,6.8,0.49927,0.91816
0.8,lower,2.89904,6.8,0.50354,0.93199
0.8,lower,2.91862,6.8,0.50744,0.94463
0.8,lower,2.9363,6.8,0.51097,0.95605
0.8,lower,2.95204,6.8,0.51411,0.96622
0.8,lower,2.96579,6.8,0.51685,0.97509
0.8,lower,2.97749,6.8,0.51918,0.98265
0.8,lower,2.98712,6.8,0.52109,0.98887
0.8,lower,2.99465,6.8,0.52258,0.99373
0.8,lower,3.00004,6.8,0.52364,0.99721
0.8,lower,3.00328,6.8,0.52428,0.9993
0.8,lower,3.00436,6.8,0.5245,1.0
0.85,upper,1.53609,7.225,0.48859,0.0
0.85,upper,1.5366,7.225,0.49417,0.00051
0.85,upper,1.53916,7.225,0.49995,0.00239
0.85,upper,1.54374,7.225,0.50593,0.00563
0.85,upper,1.55034,7.225,0.51212,0.01022
0.85,upper,1.55894,7.225,0.51853,0.01616
0.85,upper,1.56951,7.225,0.52515,0.02342
0.85,upper,1.58203,7.225,0.53197,0.03199
0.85,upper,1.59646,7.225,0.53898,0.04184
0.85,upper,1.61276,7.225,0.54618,0.05295
0.85,upper,1.63089,7.225,0.55352,0.06528
0.85,upper,1.65081,7.225,0.56099,0.07881
0.85,upper,1.67246,7.225,0.56854,0.0935
0.85,upper,1.69578,7.225,0.57615,0.10932
0.85,upper,1.72072,7.225,0.58377,0.12621
0.85,upper,1.74721,7.225,0.59134,0.14413
0.85,upper,1.77518,7.225,0.59881,0.16305
0.85,upper,1.80457,7.225,0.60613,0.18291
0.85,upper,1.8353,7.225,0.61324,0.20365
0.85,upper,1.86728,7.225,0.62008,0.22522
0.85,upper,1.90043,7.225,0.6266,0.24757
0.85,upper,1.93467,7.225,0.63272,0.27063
0.85,upper,1.96991,7.225,0.63841,0.29435
0.85,upper,2.00604,7.225,0.64361,0.31865
0.85,upper,2.04298,7.225,0.64826,0.34347
0.85,upper,2.08063,7.225,0.65233,0.36875
0.85,upper,2.11886,7.225,0.65577,0.3944
0.85,upper,2.15759,7.225,0.65857,0.42037
0.85,upper,2.1967,7.225,0.66069,0.44656
0.85,upper,2.23608,7.225,0.66212,0.47292
0.85,upper,2.27561,7.225,0.66285,0.49936
0.85,upper,2.31518,7.225,0.66289,0.5258
0.85,upper,2.35467,7.225,0.66224,0.55217
0.85,upper,2.39398,7.225,0.66092,0.5784
0.85,upper,2.43298,7.225,0.65896,0.6044
0.85,upper,2.47155,7.225,0.65639,0.6301
0.85,upper,2.50959,7.225,0.65324,0.65543
0.85,upper,2.54699,7.225,0.64957,0.68031
0.85,upper,2.58363,7.225,0.64543,0.70467
0.85,upper,2.61941,7.225,0.64087,0.72844
0.85,upper,2.65422,7.225,0.63595,0.75156
0.85,upper,2.68797,7.225,0.63073,0.77396
0.85,upper,2.72056,7.225,0.62529,0.79557
0.85,upper,2.75191,7.225,0.61968,0.81635
0.85,upper,2.78192,7.225,0.61397,0.83623
0.85,upper,2.81051,7.225,0.60823,0.85517
0.85,upper,2.83761,7.225,0.60253,0.87311
0.85,upper,2.86315,7.225,0.59692,0.89001
0.85,upper,2.88705,7.225,0.59146,0.90582
0.85,upper,2.90927,7.225,0.58623,0.92051
0.85,upper,2.92974,7.225,0.58126,0.93404
0.85,upper,2.94841,7.225,0.5766,0.94638
0.85,upper,2.96524,7.225,0.57232,0.95749
0.85,upper,2.98018,7.225,0.56844,0.96736
0.85,upper,2.9932,7.225,0.565,0.97596
0.85,upper,3.00427,7.225,0.56203,0.98327
0.85,upper,3.01337,7.225,0.55957,0.98928
0.85,upper,3.02046,7.225,0.55763,0.99396
0.85,upper,3.02554,7.225,0.55623,0.99731
0.85,upper,3.02859,7.225,0.55539,0.99933
0.85,upper,3.02961,7.225,0.55511,1.0
0.85,lower,1.53609,7.225,0.48859,0.0
0.85,lower,1.53762,7.225,0.4832,0.00086
0.85,lower,1.54119,7.225,0.478,0.00309
0.85,lower,1.54679,7.225,0.47296,0.00668
0.85,lower,1.55441,7.225,0.46808,0.01163
0.85,lower,1.56403,7.225,0.46335,0.01792
0.85,lower,1.57561,7.225,0.45877,0.02552
0.85,lower,1.58914,7.225,0.45434,0.03443
0.85,lower,1.60457,7.225,0.45006,0.04461
0.85,lower,1.62186,7.225,0.44592,0.05605
0.85,lower,1.64096,7.225,0.44195,0.06869
0.85,lower,1.66182,7.225,0.43815,0.08252
0.85,lower,1.68437,7.225,0.43454,0.09748
0.85,lower,1.70856,7.225,0.43114,0.11354
0.85,lower,1.7343,7.225,0.42797,0.13065
0.85,lower,1.76154,7.225,0.42506,0.14876
0.85,lower,1.79018,7.225,0.42243,0.16782
0.85,lower,1.82014,7.225,0.42012,0.18777
0.85,lower,1.85135,7.225,0.41815,0.20857
0.85,lower,1.8837,7.225,0.41655,0.23014
0.85,lower,1.91711,7.225,0.41535,0.25243
0.85,lower,1.95148,7.225,0.41458,0.27538
0.85,lower,1.98672,7.225,0.41425,0.29891
0.85,lower,2.02273,7.225,0.41439,0.32298
0.85,lower,2.05941,7.225,0.41501,0.34751
0.85,lower,2.09666,7.225,0.41612,0.37243
0.85,lower,2.13438,7.225,0.41773,0.39768
0.85,lower,2.17246,7.225,0.41983,0.4232
0.85,lower,2.21082,7.225,0.42242,0.44891
0.85,lower,2.24935,7.225,0.42549,0.47475
0.85,lower,2.28795,7.225,0.42901,0.50064
0.85,lower,2.32652,7.225,0.43297,0.52654
0.85,lower,2.36496,7.225,0.43733,0.55236
0.85,lower,2.40319,7.225,0.44205,0.57804
0.85,lower,2.44108,7.225,0.4471,0.60351
0.85,lower,2.47857,7.225,0.45244,0.62872
0.85,lower,2.51554,7.225,0.45802,0.65359
0.85,lower,2.5519,7.225,0.46379,0.67806
0.85,lower,2.58757,7.225,0.4697,0.70207
0.85,lower,2.62244,7.225,0.47571,0.72555
0.85,lower,2.65643,7.225,0.48175,0.74844
0.85,lower,2.68944,7.225,0.48779,0.77068
0.85,lower,2.72139,7.225,0.49377,0.79221
0.85,lower,2.75219,7.225,0.49965,0.81297
0.85,lower,2.78176,7.225,0.50539,0.8329
0.85,lower,2.81,7.225,0.51094,0.85194
0.85,lower,2.83685,7.225,0.51627,0.87004
0.85,lower,2.86222,7.225,0.52134,0.88714
0.85,lower,2.88604,7.225,0.52613,0.9032
0.85,lower,2.90823,7.225,0.53061,0.91816
0.85,lower,2.92873,7.225,0.53476,0.93199
0.85,lower,2.94749,7.225,0.53855,0.94463
0.85,lower,2.96443,7.225,0.54198,0.95605
0.85,lower,2.9795,7.225,0.54502,0.96622
0.85,lower,2.99267,7.225,0.54768,0.97509
0.85,lower,3.00388,7.225,0.54994,0.98265
0.85,lower,3.0131,7.225,0.5518,0.98887
0.85,lower,3.02031,7.225,0.55324,0.99373
0.85,lower,3.02547,7.225,0.55428,0.99721
0.85,lower,3.02857,7.225,0.5549,0.9993
0.85,lower,3.02961,7.225,0.55511,1.0
0.9,upper,1.62645,7.65,0.5181,0.0
0.9,upper,1.62693,7.65,0.52344,0.00051
0.9,upper,1.62936,7.65,0.52897,0.00239
0.9,upper,1.63373,7.65,0.5347,0.00563
0.9,upper,1.64003,7.65,0.54064,0.01022
0.9,upper,1.64823,7.65,0.54679,0.01616
0.9,upper,1.65833,7.65,0.55315,0.02342
0.9,upper,1.67029,7.65,0.55971,0.03199
0.9,upper,1.68407,7.65,0.56645,0.04184
0.9,upper,1.69965,7.65,0.57337,0.05295
0.9,upper,1.71697,7.65,0.58044,0.06528
0.9,upper,1.736,7.65,0.58763,0.07881
0.9,upper,1.75669,7.65,0.59492,0.0935
0.9,upper,1.77898,7.65,0.60225,0.10932
0.9,upper,1.80282,7.65,0.6096,0.12621
0.9,upper,1.82814,7.65,0.6169,0.14413
0.9,upper,1.85488,7.65,0.62412,0.16305
0.9,upper,1.88297,7.65,0.6312,0.18291
0.9,upper,1.91234,7.65,0.63808,0.20365
0.9,upper,1.94291,7.65,0.6447,0.22522
0.9,upper,1.97461,7.65,0.65101,0.24757
0.9,upper,2.00734,7.65,0.65696,0.27063
0.9,upper,2.04103,7.65,0.66249,0.29435
0.9,upper,2.07559,7.65,0.66755,0.31865
0.9,upper,2.11091,7.65,0.67209,0.34347
0.9,upper,2.1469,7.65,0.67608,0.36875
0.9,upper,2.18347,7.65,0.67947,0.3944
0.9,upper,2.22051,7.65,0.68224,0.42037
0.9,upper,2.25791,7.65,0.68437,0.44656
0.9,upper,2.29557,7.65,0.68583,0.47292
0.9,upper,2.33338,7.65,0.68663,0.49936
0.9,upper,2.37123,7.65,0.68677,0.5258
0.9,upper,2.40901,7.65,0.68625,0.55217
0.9,upper,2.44661,7.65,0.68508,0.5784
0.9,upper,2.48391,7.65,0.6833,0.6044
0.9,upper,2.52082,7.65,0.68094,0.6301
0.9,upper,2.55722,7.65,0.67803,0.65543
0.9,upper,2.59299,7.65,0.67461,0.68031
0.9,upper,2.62805,7.65,0.67074,0.70467
0.9,upper,2.66228,7.65,0.66647,0.72844
0.9,upper,2.6956,7.65,0.66185,0.75156
0.9,upper,2.72789,7.65,0.65694,0.77396
0.9,upper,2.75908,7.65,0.65182,0.79557
0.9,upper,2.78908,7.65,0.64653,0.81635
0.9,upper,2.8178,7.65,0.64114,0.83623
0.9,upper,2.84516,7.65,0.63573,0.85517
0.9,upper,2.8711,7.65,0.63034,0.87311
0.9,upper,2.89554,7.65,0.62504,0.89001
0.9,upper,2.91842,7.65,0.61988,0.90582
0.9,upper,2.93968,7.65,0.61493,0.92051
0.9,upper,2.95927,7.65,0.61022,0.93404
0.9,upper,2.97714,7.65,0.60582,0.94638
0.9,upper,2.99325,7.65,0.60176,0.95749
0.9,upper,3.00755,7.65,0.59809,0.96736
0.9,upper,3.02002,7.65,0.59483,0.97596
0.9,upper,3.03061,7.65,0.59202,0.98327
0.9,upper,3.03932,7.65,0.58969,0.98928
0.9,upper,3.04611,7.65,0.58785,0.99396
0.9,upper,3.05097,7.65,0.58653,0.99731
0.9,upper,3.05389,7.65,0.58573,0.99933
0.9,upper,3.05487,7.65,0.58546,1.0
0.9,lower,1.62645,7.65,0.5181,0.0
0.9,lower,1.62793,7.65,0.51295,0.00086
0.9,lower,1.63136,7.65,0.50798,0.00309
0.9,lower,1.63673,7.65,0.50317,0.00668
0.9,lower,1.64403,7.65,0.49852,0.01163
0.9,lower,1.65324,7.65,0.49403,0.01792
0.9,lower,1.66433,7.65,0.48968,0.02552
0.9,lower,1.67728,7.65,0.48547,0.03443
0.9,lower,1.69205,7.65,0.48141,0.04461
0.9,lower,1.7086,7.65,0.4775,0.05605
0.9,lower,1.72688,7.65,0.47375,0.06869
0.9,lower,1.74684,7.65,0.47017,0.08252
0.9,lower,1.76843,7.65,0.46677,0.09748
0.9,lower,1.79157,7.65,0.46358,0.11354
0.9,lower,1.8162,7.65,0.46061,0.13065
0.9,lower,1.84226,7.65,0.45789,0.14876
0.9,lower,1.86966,7.65,0.45545,0.16782
0.9,lower,1.89833,7.65,0.45331,0.18777
0.9,lower,1.92818,7.65,0.45151,0.20857
0.9,lower,1.95913,7.65,0.45006,0.23014
0.9,lower,1.99109,7.65,0.449,0.25243
0.9,lower,2.02397,7.65,0.44834,0.27538
0.9,lower,2.05768,7.65,0.44812,0.29891
0.9,lower,2.09212,7.65,0.44834,0.32298
0.9,lower,2.1272,7.65,0.44903,0.34751
0.9,lower,2.16283,7.65,0.45018,0.37243
0.9,lower,2.1989,7.65,0.45182,0.39768
0.9,lower,2.23533,7.65,0.45392,0.4232
0.9,lower,2.27201,7.65,0.4565,0.44891
0.9,lower,2.30886,7.65,0.45953,0.47475
0.9,lower,2.34577,7.65,0.46299,0.50064
0.9,lower,2.38265,7.65,0.46687,0.52654
0.9,lower,2.41942,7.65,0.47114,0.55236
0.9,lower,2.45596,7.65,0.47575,0.57804
0.9,lower,2.4922,7.65,0.48068,0.60351
0.9,lower,2.52804,7.65,0.48588,0.62872
0.9,lower,2.56339,7.65,0.49131,0.65359
0.9,lower,2.59816,7.65,0.49692,0.67806
0.9,lower,2.63226,7.65,0.50267,0.70207
0.9,lower,2.6656,7.65,0.5085,0.72555
0.9,lower,2.69809,7.65,0.51436,0.74844
0.9,lower,2.72966,7.65,0.52022,0.77068
0.9,lower,2.7602,7.65,0.52602,0.79221
0.9,lower,2.78965,7.65,0.53173,0.81297
0.9,lower,2.81792,7.65,0.53729,0.8329
0.9,lower,2.84492,7.65,0.54267,0.85194
0.9,lower,2.87059,7.65,0.54783,0.87004
0.9,lower,2.89484,7.65,0.55275,0.88714
0.9,lower,2.91761,7.65,0.55739,0.9032
0.9,lower,2.93883,7.65,0.56173,0.91816
0.9,lower,2.95843,7.65,0.56574,0.93199
0.9,lower,2.97635,7.65,0.56942,0.94463
0.9,lower,2.99255,7.65,0.57274,0.95605
0.9,lower,3.00696,7.65,0.57569,0.96622
0.9,lower,3.01955,7.65,0.57827,0.97509
0.9,lower,3.03027,7.65,0.58046,0.98265
0.9,lower,3.03909,7.65,0.58225,0.98887
0.9,lower,3.04597,7.65,0.58365,0.99373
0.9,lower,3.05091,7.65,0.58466,0.99721
0.9,lower,3.05388,7.65,0.58526,0.9993
0.9,lower,3.05487,7.65,0.58546,1.0
0.95,upper,1.71682,8.075,0.54769,0.0
0.95,upper,1.71726,8.075,0.55279,0.00051
0.95,upper,1.71956,8.075,0.55807,0.00239
0.95,upper,1.72372,8.075,0.56356,0.00563
0.95,upper,1.72971,8.075,0.56924,0.01022
0.95,upper,1.73753,8.075,0.57513,0.01616
0.95,upper,1.74716,8.075,0.58123,0.02342
0.95,upper,1.75855,8.075,0.58752,0.03199
0.95,upper,1.77169,8.075,0.59399,0.04184
0.95,upper,1.78654,8.075,0.60063,0.05295
0.95,upper,1.80306,8.075,0.60742,0.06528
0.95,upper,1.82121,8.075,0.61434,0.07881
0.95,upper,1.84094,8.075,0.62134,0.0935
0.95,upper,1.8622,8.075,0.6284,0.10932
0.95,upper,1.88493,8.075,0.63547,0.12621
0.95,upper,1.90908,8.075,0.64251,0.14413
0.95,upper,1.93459,8.075,0.64946,0.16305
0.95,upper,1.96138,8.075,0.65629,0.18291
0.95,upper,1.9894,8.075,0.66293,0.20365
0.95,upper,2.01857,8.075,0.66933,0.22522
0.95,upper,2.04881,8.075,0.67543,0.24757
0.95,upper,2.08004,8.075,0.68119,0.27063
0.95,upper,2.11219,8.075,0.68656,0.29435
0.95,upper,2.14516,8.075,0.69147,0.31865
0.95,upper,2.17886,8.075,0.6959,0.34347
0.95,upper,2.21321,8.075,0.69979,0.36875
0.95,upper,2.24811,8.075,0.70312,0.3944
0.95,upper,2.28345,8.075,0.70586,0.42037
0.95,upper,2.31915,8.075,0.70798,0.44656
0.95,upper,2.35509,8.075,0.70947,0.47292
0.95,upper,2.39118,8.075,0.71033,0.49936
0.95,upper,2.42731,8.075,0.71055,0.5258
0.95,upper,2.46338,8.075,0.71015,0.55217
0.95,upper,2.49927,8.075,0.70913,0.5784
0.95,upper,2.53489,8.075,0.70753,0.6044
0.95,upper,2.57012,8.075,0.70536,0.6301
0.95,upper,2.60487,8.075,0.70268,0.65543
0.95,upper,2.63903,8.075,0.6995,0.68031
0.95,upper,2.6725,8.075,0.6959,0.70467
0.95,upper,2.70519,8.075,0.6919,0.72844
0.95,upper,2.737,8.075,0.68758,0.75156
0.95,upper,2.76784,8.075,0.68298,0.77396
0.95,upper,2.79762,8.075,0.67816,0.79557
0.95,upper,2.82627,8.075,0.67319,0.81635
0.95,upper,2.85369,8.075,0.66812,0.83623
0.95,upper,2.87983,8.075,0.66302,0.85517
