x_c,y_c,Cp,Vx_ms,Vy_ms,speed_ms
-0.2725,-0.3225,0.0997,118.0705,4.6712,118.1628
-0.265,-0.3225,0.10075,118.0107,4.5926,118.1
-0.2575,-0.3225,0.10179,117.9519,4.5106,118.0381
-0.25,-0.3225,0.10281,117.8942,4.4253,117.9773
-0.2425,-0.3225,0.10381,117.8379,4.3366,117.9176
-0.235,-0.3225,0.10479,117.783,4.2444,117.8594
-0.2275,-0.3225,0.10573,117.7298,4.1486,117.8028
-0.22,-0.3225,0.10665,117.6784,4.0493,117.7481
-0.2125,-0.3225,0.10753,117.6291,3.9464,117.6953
-0.205,-0.3225,0.10838,117.5822,3.8399,117.6449
-0.1975,-0.3225,0.10918,117.5378,3.7298,117.5969
-0.19,-0.3225,0.10993,117.4961,3.616,117.5517
-0.1825,-0.3225,0.11064,117.4575,3.4986,117.5096
-0.175,-0.3225,0.11128,117.4222,3.3777,117.4708
-0.1675,-0.3225,0.11187,117.3904,3.2532,117.4355
-0.16,-0.3225,0.1124,117.3625,3.1254,117.4041
-0.1525,-0.3225,0.11285,117.3387,2.9941,117.3769
-0.145,-0.3225,0.11323,117.3193,2.8597,117.3541
-0.1375,-0.3225,0.11353,117.3045,2.7222,117.3361
-0.13,-0.3225,0.11374,117.2948,2.5818,117.3232
-0.1225,-0.3225,0.11387,117.2902,2.4386,117.3156
-0.115,-0.3225,0.1139,117.2912,2.2929,117.3136
-0.1075,-0.3225,0.11384,117.298,2.145,117.3176
-0.1,-0.3225,0.11367,117.3108,1.9951,117.3277
-0.0925,-0.3225,0.11339,117.3298,1.8434,117.3443
-0.085,-0.3225,0.113,117.3555,1.6904,117.3676
-0.0775,-0.3225,0.1125,117.3878,1.5363,117.3978
-0.07,-0.3225,0.11188,117.427,1.3816,117.4352
-0.0625,-0.3225,0.11113,117.4734,1.2265,117.4798
-0.055,-0.3225,0.11026,117.527,1.0716,117.5318
-0.0475,-0.3225,0.10927,117.5878,0.9173,117.5914
-0.04,-0.3225,0.10815,117.6561,0.7639,117.6586
-0.0325,-0.3225,0.10689,117.7319,0.612,117.7335
-0.025,-0.3225,0.10551,117.8151,0.4621,117.816
-0.0175,-0.3225,0.104,117.9058,0.3145,117.9062
-0.01,-0.3225,0.10237,118.0038,0.1699,118.0039
-0.0025,-0.3225,0.1006,118.109,0.0285,118.109
0.005,-0.3225,0.09871,118.2214,-0.109,118.2214
0.0125,-0.3225,0.0967,118.3407,-0.2422,118.3409
0.02,-0.3225,0.09458,118.4667,-0.3708,118.4673
0.0275,-0.3225,0.09233,118.5992,-0.4941,118.6002
0.035,-0.3225,0.08998,118.7378,-0.612,118.7394
0.0425,-0.3225,0.08753,118.8824,-0.7238,118.8846
0.05,-0.3225,0.08498,119.0324,-0.8294,119.0353
0.0575,-0.3225,0.08233,119.1875,-0.9284,119.1912
0.065,-0.3225,0.0796,119.3475,-1.0204,119.3518
0.0725,-0.3225,0.0768,119.5117,-1.1052,119.5168
0.08,-0.3225,0.07392,119.6799,-1.1826,119.6857
0.0875,-0.3225,0.07098,119.8515,-1.2524,119.8581
0.095,-0.3225,0.06798,120.0262,-1.3144,120.0334
0.1025,-0.3225,0.06493,120.2034,-1.3684,120.2112
0.11,-0.3225,0.06185,120.3827,-1.4144,120.391
0.1175,-0.3225,0.05873,120.5637,-1.4523,120.5725
0.125,-0.3225,0.05558,120.7459,-1.4821,120.755
0.1325,-0.3225,0.05242,120.9289,-1.5038,120.9382
0.14,-0.3225,0.04925,121.1121,-1.5173,121.1217
0.1475,-0.3225,0.04608,121.2953,-1.5228,121.3049
0.155,-0.3225,0.04291,121.478,-1.5204,121.4875
0.1625,-0.3225,0.03976,121.6597,-1.51,121.6691
0.17,-0.3225,0.03662,121.8401,-1.4919,121.8492
0.1775,-0.3225,0.03351,122.0188,-1.4662,122.0277
0.185,-0.3225,0.03043,122.1956,-1.4331,122.204
0.1925,-0.3225,0.02738,122.3699,-1.3927,122.3778
0.2,-0.3225,0.02438,122.5415,-1.3453,122.5489
0.2075,-0.3225,0.02143,122.7102,-1.291,122.717
0.215,-0.3225,0.01854,122.8756,-1.23,122.8817
0.2225,-0.3225,0.0157,123.0374,-1.1626,123.0429
0.23,-0.3225,0.01292,123.1955,-1.089,123.2003
0.2375,-0.3225,0.01021,123.3496,-1.0095,123.3537
0.245,-0.3225,0.00757,123.4994,-0.9243,123.5028
0.2525,-0.3225,0.005,123.6448,-0.8336,123.6476
0.26,-0.3225,0.00252,123.7856,-0.7378,123.7878
0.2675,-0.3225,0.00011,123.9216,-0.637,123.9232
0.275,-0.3225,-0.00221,124.0527,-0.5314,124.0538
0.2825,-0.3225,-0.00445,124.1788,-0.4215,124.1795
0.29,-0.3225,-0.0066,124.2996,-0.3074,124.3
0.2975,-0.3225,-0.00866,124.4152,-0.1894,124.4154
0.305,-0.3225,-0.01063,124.5254,-0.0676,124.5254
0.3125,-0.3225,-0.0125,124.6301,0.0575,124.6302
0.32,-0.3225,-0.01428,124.7293,0.1858,124.7295
0.3275,-0.3225,-0.01597,124.8229,0.317,124.8233
0.335,-0.3225,-0.01755,124.9109,0.4508,124.9117
0.3425,-0.3225,-0.01904,124.9931,0.5872,124.9945
0.35,-0.3225,-0.02043,125.0696,0.7256,125.0717
0.3575,-0.3225,-0.02172,125.1404,0.8661,125.1434
0.365,-0.3225,-0.0229,125.2054,1.0083,125.2094
0.3725,-0.3225,-0.02399,125.2646,1.1519,125.2699
0.38,-0.3225,-0.02498,125.3181,1.2969,125.3248
0.3875,-0.3225,-0.02587,125.3658,1.4429,125.3741
0.395,-0.3225,-0.02666,125.4077,1.5897,125.4178
0.4025,-0.3225,-0.02735,125.444,1.7371,125.456
0.41,-0.3225,-0.02794,125.4745,1.885,125.4887
0.4175,-0.3225,-0.02843,125.4994,2.0331,125.5159
0.425,-0.3225,-0.02882,125.5187,2.1811,125.5376
0.4325,-0.3225,-0.02912,125.5324,2.329,125.554
0.44,-0.3225,-0.02932,125.5406,2.4765,125.565
0.4475,-0.3225,-0.02942,125.5433,2.6235,125.5707
0.455,-0.3225,-0.02943,125.5406,2.7696,125.5712
0.4625,-0.3225,-0.02934,125.5326,2.9149,125.5665
0.47,-0.3225,-0.02917,125.5194,3.0591,125.5567
0.4775,-0.3225,-0.0289,125.501,3.2019,125.5418
0.485,-0.3225,-0.02854,125.4775,3.3434,125.522
0.4925,-0.3225,-0.02809,125.4489,3.4832,125.4973
0.5,-0.3225,-0.02756,125.4154,3.6212,125.4677
0.5075,-0.3225,-0.02694,125.3771,3.7574,125.4334
0.515,-0.3225,-0.02624,125.3341,3.8915,125.3945
0.5225,-0.3225,-0.02545,125.2864,4.0233,125.351
0.53,-0.3225,-0.02459,125.2341,4.1528,125.303
0.5375,-0.3225,-0.02365,125.1775,4.2798,125.2506
0.545,-0.3225,-0.02263,125.1165,4.4042,125.194
0.5525,-0.3225,-0.02153,125.0512,4.5258,125.1331
0.56,-0.3225,-0.02036,124.9819,4.6445,125.0682
0.5675,-0.3225,-0.01912,124.9086,4.7602,124.9993
0.575,-0.3225,-0.01782,124.8314,4.8728,124.9265
0.5825,-0.3225,-0.01644,124.7505,4.9822,124.8499
0.59,-0.3225,-0.015,124.6659,5.0881,124.7697
0.5975,-0.3225,-0.0135,124.5779,5.1907,124.686
0.605,-0.3225,-0.01194,124.4864,5.2896,124.5988
0.6125,-0.3225,-0.01032,124.3918,5.3849,124.5083
0.62,-0.3225,-0.00865,124.294,5.4765,124.4146
0.6275,-0.3225,-0.00692,124.1933,5.5641,124.3179
0.635,-0.3225,-0.00514,124.0898,5.6479,124.2182
0.6425,-0.3225,-0.00332,123.9835,5.7276,124.1157
0.65,-0.3225,-0.00144,123.8747,5.8032,124.0106
0.6575,-0.3225,0.00047,123.7636,5.8747,123.9029
0.665,-0.3225,0.00243,123.6501,5.9419,123.7928
0.6725,-0.3225,0.00442,123.5346,6.0047,123.6805
0.68,-0.3225,0.00645,123.4172,6.0632,123.566
0.6875,-0.3225,0.00851,123.2979,6.1173,123.4496
0.695,-0.3225,0.01061,123.177,6.1668,123.3313
0.7025,-0.3225,0.01272,123.0546,6.2118,123.2113
0.71,-0.3225,0.01487,122.931,6.2522,123.0899
0.7175,-0.3225,0.01703,122.8061,6.288,122.967
0.725,-0.3225,0.01922,122.6803,6.3191,122.843
0.7325,-0.3225,0.02142,122.5537,6.3454,122.7179
0.74,-0.3225,0.02363,122.4264,6.3671,122.5919
0.7475,-0.3225,0.02585,122.2987,6.384,122.4652
0.755,-0.3225,0.02808,122.1707,6.3961,122.338
0.7625,-0.3225,0.03031,122.0425,6.4034,122.2104
0.77,-0.3225,0.03255,121.9145,6.406,122.0826
0.7775,-0.3225,0.03478,121.7866,6.4037,121.9549
0.785,-0.3225,0.037,121.6592,6.3967,121.8273
0.7925,-0.3225,0.03922,121.5324,6.3849,121.7001
0.8,-0.3225,0.04142,121.4065,6.3684,121.5734
0.8075,-0.3225,0.04361,121.2815,6.3472,121.4474
0.815,-0.3225,0.04577,121.1576,6.3213,121.3224
0.8225,-0.3225,0.04792,121.0352,6.2908,121.1986
0.83,-0.3225,0.05004,120.9143,6.2558,121.076
0.8375,-0.3225,0.05213,120.7952,6.2163,120.955
0.845,-0.3225,0.05419,120.6779,6.1723,120.8357
0.8525,-0.3225,0.05622,120.5628,6.124,120.7183
0.86,-0.3225,0.0582,120.45,6.0715,120.603
0.8675,-0.3225,0.06015,120.3397,6.0148,120.49
0.875,-0.3225,0.06205,120.2321,5.9541,120.3794
0.8825,-0.3225,0.0639,120.1273,5.8896,120.2716
0.89,-0.3225,0.0657,120.0255,5.8213,120.1666
0.8975,-0.3225,0.06744,119.9269,5.7493,120.0646
0.905,-0.3225,0.06913,119.8316,5.674,119.9658
0.9125,-0.3225,0.07077,119.7397,5.5953,119.8704
0.92,-0.3225,0.07234,119.6515,5.5135,119.7785
0.9275,-0.3225,0.07384,119.567,5.4288,119.6902
0.935,-0.3225,0.07528,119.4864,5.3414,119.6058
0.9425,-0.3225,0.07665,119.4098,5.2514,119.5252
0.95,-0.3225,0.07796,119.3372,5.1591,119.4487
0.9575,-0.3225,0.07919,119.2688,5.0648,119.3763
0.965,-0.3225,0.08035,119.2046,4.9685,119.3081
0.9725,-0.3225,0.08143,119.1447,4.8705,119.2442
0.98,-0.3225,0.08244,119.0891,4.7712,119.1846
0.9875,-0.3225,0.08338,119.0379,4.6706,119.1294
0.995,-0.3225,0.08424,118.991,4.569,119.0787
1.0025,-0.3225,0.08503,118.9484,4.4667,119.0323
1.01,-0.3225,0.08574,118.9103,4.3638,118.9903
1.0175,-0.3225,0.08638,118.8764,4.2607,118.9527
1.025,-0.3225,0.08694,118.8468,4.1574,118.9195
1.0325,-0.3225,0.08743,118.8213,4.0543,118.8905
1.04,-0.3225,0.08785,118.8001,3.9515,118.8658
1.0475,-0.3225,0.0882,118.7828,3.8492,118.8452
1.055,-0.3225,0.08848,118.7695,3.7477,118.8286
1.0625,-0.3225,0.08869,118.7601,3.647,118.8161
1.07,-0.3225,0.08884,118.7544,3.5474,118.8073
1.0775,-0.3225,0.08892,118.7522,3.449,118.8023
1.085,-0.3225,0.08894,118.7536,3.3519,118.8009
1.0925,-0.3225,0.08891,118.7583,3.2564,118.8029
1.1,-0.3225,0.08882,118.7662,3.1624,118.8083
1.1075,-0.3225,0.08868,118.7771,3.0702,118.8168
1.115,-0.3225,0.08848,118.7909,2.9798,118.8283
1.1225,-0.3225,0.08824,118.8075,2.8913,118.8427
1.13,-0.3225,0.08795,118.8267,2.8049,118.8598
1.1375,-0.3225,0.08762,118.8483,2.7204,118.8794
1.145,-0.3225,0.08724,118.8722,2.6381,118.9015
1.1525,-0.3225,0.08683,118.8983,2.5579,118.9258
1.16,-0.3225,0.08638,118.9263,2.4799,118.9522
1.1675,-0.3225,0.0859,118.9562,2.4041,118.9805
1.175,-0.3225,0.08539,118.9879,2.3305,119.0107
1.1825,-0.3225,0.08485,119.0211,2.2591,119.0425
1.19,-0.3225,0.08429,119.0557,2.19,119.0759
1.1975,-0.3225,0.0837,119.0917,2.1231,119.1107
1.205,-0.3225,0.08309,119.1289,2.0584,119.1467
1.2125,-0.3225,0.08246,119.1672,1.9959,119.1839
1.22,-0.3225,0.08181,119.2065,1.9356,119.2222
1.2275,-0.3225,0.08114,119.2466,1.8774,119.2614
1.235,-0.3225,0.08046,119.2875,1.8213,119.3014
1.2425,-0.3225,0.07977,119.329,1.7673,119.3421
1.25,-0.3225,0.07907,119.3712,1.7153,119.3835
1.2575,-0.3225,0.07835,119.4138,1.6654,119.4254
1.265,-0.3225,0.07763,119.4569,1.6173,119.4678
1.2725,-0.3225,0.0769,119.5003,1.5712,119.5106
1.28,-0.3225,0.07617,119.5439,1.527,119.5537
1.2875,-0.3225,0.07543,119.5878,1.4845,119.597
1.295,-0.3225,0.07469,119.6318,1.4439,119.6405
1.3025,-0.3225,0.07395,119.6759,1.4049,119.6842
1.31,-0.3225,0.0732,119.72,1.3677,119.7278
1.3175,-0.3225,0.07245,119.7641,1.332,119.7716
1.325,-0.3225,0.07171,119.8082,1.298,119.8152
1.3325,-0.3225,0.07096,119.8521,1.2654,119.8588
1.34,-0.3225,0.07022,119.896,1.2344,119.9023
1.3475,-0.3225,0.06948,119.9396,1.2047,119.9456
1.355,-0.3225,0.06874,119.983,1.1765,119.9888
1.3625,-0.3225,0.06801,120.0262,1.1496,120.0317
1.37,-0.3225,0.06728,120.0691,1.124,120.0743
1.3775,-0.3225,0.06655,120.1117,1.0996,120.1167
1.385,-0.3225,0.06583,120.154,1.0765,120.1588
1.3925,-0.3225,0.06511,120.196,1.0545,120.2006
1.4,-0.3225,0.0644,120.2376,1.0336,120.242
-0.4,-0.315,0.0818,119.0889,5.6434,119.2226
-0.3925,-0.315,0.08288,119.0269,5.6088,119.159
-0.385,-0.315,0.08397,118.9643,5.5723,119.0947
-0.3775,-0.315,0.08507,118.9011,5.5338,119.0298
-0.37,-0.315,0.08618,118.8375,5.4932,118.9643
-0.3625,-0.315,0.0873,118.7733,5.4503,118.8983
-0.355,-0.315,0.08842,118.7088,5.4052,118.8318
-0.3475,-0.315,0.08955,118.644,5.3578,118.7649
-0.34,-0.315,0.09069,118.5788,5.3078,118.6976
-0.3325,-0.315,0.09183,118.5135,5.2554,118.6299
-0.325,-0.315,0.09298,118.4479,5.2003,118.562
-0.3175,-0.315,0.09412,118.3824,5.1425,118.494
-0.31,-0.315,0.09527,118.3168,5.0818,118.4259
-0.3025,-0.315,0.09642,118.2514,5.0182,118.3578
-0.295,-0.315,0.09756,118.1862,4.9517,118.2898
-0.2875,-0.315,0.0987,118.1213,4.882,118.2221
-0.28,-0.315,0.09983,118.0569,4.8092,118.1548
-0.2725,-0.315,0.10096,117.993,4.733,118.0879
-0.265,-0.315,0.10207,117.9299,4.6535,118.0217
-0.2575,-0.315,0.10316,117.8677,4.5706,117.9563
-0.25,-0.315,0.10424,117.8066,4.4841,117.8919
-0.2425,-0.315,0.1053,117.7467,4.394,117.8287
-0.235,-0.315,0.10634,117.6882,4.3003,117.7667
-0.2275,-0.315,0.10735,117.6313,4.2028,117.7064
-0.22,-0.315,0.10833,117.5763,4.1015,117.6478
-0.2125,-0.315,0.10927,117.5233,3.9964,117.5912
-0.205,-0.315,0.11018,117.4726,3.8875,117.5369
-0.1975,-0.315,0.11105,117.4244,3.7747,117.4851
-0.19,-0.315,0.11186,117.379,3.658,117.436
-0.1825,-0.315,0.11263,117.3367,3.5374,117.39
-0.175,-0.315,0.11334,117.2977,3.4131,117.3473
-0.1675,-0.315,0.11399,117.2623,3.2849,117.3083
-0.16,-0.315,0.11458,117.2309,3.153,117.2733
-0.1525,-0.315,0.11509,117.2036,3.0175,117.2425
-0.145,-0.315,0.11552,117.1809,2.8784,117.2163
-0.1375,-0.315,0.11588,117.163,2.736,117.195
-0.13,-0.315,0.11615,117.1503,2.5904,117.1789
-0.1225,-0.315,0.11632,117.143,2.4417,117.1684
-0.115,-0.315,0.1164,117.1414,2.2903,117.1638
-0.1075,-0.315,0.11637,117.1459,2.1363,117.1654
-0.1,-0.315,0.11624,117.1567,1.98,117.1734
-0.0925,-0.315,0.11599,117.1741,1.8218,117.1883
-0.085,-0.315,0.11562,117.1984,1.662,117.2102
-0.0775,-0.315,0.11514,117.2298,1.5009,117.2394
-0.07,-0.315,0.11453,117.2685,1.3389,117.2761
-0.0625,-0.315,0.11379,117.3147,1.1765,117.3206
-0.055,-0.315,0.11292,117.3685,1.0141,117.3729
-0.0475,-0.315,0.11191,117.4301,0.8522,117.4332
-0.04,-0.315,0.11077,117.4997,0.6912,117.5017
-0.0325,-0.315,0.10949,117.5771,0.5316,117.5783
-0.025,-0.315,0.10807,117.6625,0.3739,117.6631
-0.0175,-0.315,0.10652,117.7558,0.2187,117.756
-0.01,-0.315,0.10483,117.857,0.0665,117.857
-0.0025,-0.315,0.103,117.9659,-0.0823,117.9659
0.005,-0.315,0.10104,118.0824,-0.227,118.0826
0.0125,-0.315,0.09896,118.2063,-0.3673,118.2069
0.02,-0.315,0.09674,118.3374,-0.5027,118.3385
0.0275,-0.315,0.09441,118.4754,-0.6326,118.4771
0.035,-0.315,0.09196,118.6199,-0.7566,118.6223
0.0425,-0.315,0.0894,118.7707,-0.8744,118.774
0.05,-0.315,0.08673,118.9274,-0.9855,118.9315
0.0575,-0.315,0.08397,119.0896,-1.0895,119.0946
0.065,-0.315,0.08112,119.2568,-1.1862,119.2627
0.0725,-0.315,0.07818,119.4286,-1.2753,119.4354
0.08,-0.315,0.07517,119.6045,-1.3565,119.6122
0.0875,-0.315,0.07209,119.7841,-1.4296,119.7926
0.095,-0.315,0.06896,119.9668,-1.4944,119.9761
0.1025,-0.315,0.06577,120.1523,-1.5509,120.1623
0.11,-0.315,0.06254,120.3399,-1.5988,120.3505
0.1175,-0.315,0.05928,120.5293,-1.6381,120.5404
0.125,-0.315,0.05599,120.7198,-1.6689,120.7314
0.1325,-0.315,0.05269,120.9111,-1.6911,120.9229
0.14,-0.315,0.04937,121.1027,-1.7047,121.1147
0.1475,-0.315,0.04606,121.2941,-1.7099,121.3061
0.155,-0.315,0.04275,121.4849,-1.7066,121.4969
0.1625,-0.315,0.03945,121.6746,-1.6951,121.6864
0.17,-0.315,0.03618,121.8629,-1.6754,121.8744
0.1775,-0.315,0.03293,122.0493,-1.6478,122.0605
0.185,-0.315,0.02972,122.2336,-1.6124,122.2442
0.1925,-0.315,0.02655,122.4152,-1.5694,122.4253
0.2,-0.315,0.02343,122.594,-1.519,122.6034
0.2075,-0.315,0.02036,122.7695,-1.4614,122.7782
0.215,-0.315,0.01734,122.9416,-1.3969,122.9495
0.2225,-0.315,0.01439,123.1099,-1.3257,123.117
0.23,-0.315,0.0115,123.2741,-1.2482,123.2805
0.2375,-0.315,0.00869,123.4341,-1.1644,123.4396
0.245,-0.315,0.00595,123.5896,-1.0747,123.5943
0.2525,-0.315,0.00329,123.7404,-0.9794,123.7443
0.26,-0.315,0.00071,123.8864,-0.8787,123.8895
0.2675,-0.315,-0.00178,124.0273,-0.7729,124.0297
0.275,-0.315,-0.00419,124.163,-0.6623,124.1648
0.2825,-0.315,-0.00651,124.2935,-0.5471,124.2947
0.29,-0.315,-0.00873,124.4184,-0.4276,124.4192
0.2975,-0.315,-0.01086,124.5379,-0.3041,124.5382
0.305,-0.315,-0.01289,124.6516,-0.1768,124.6518
0.3125,-0.315,-0.01482,124.7597,-0.0461,124.7597
0.32,-0.315,-0.01666,124.862,0.0879,124.862
0.3275,-0.315,-0.01839,124.9584,0.2249,124.9586
0.335,-0.315,-0.02003,125.0489,0.3645,125.0494
0.3425,-0.315,-0.02155,125.1334,0.5067,125.1345
0.35,-0.315,-0.02298,125.212,0.651,125.2137
0.3575,-0.315,-0.0243,125.2846,0.7974,125.2872
0.365,-0.315,-0.02552,125.3513,0.9454,125.3548
0.3725,-0.315,-0.02664,125.4119,1.095,125.4166
0.38,-0.315,-0.02765,125.4665,1.2458,125.4727
0.3875,-0.315,-0.02856,125.5151,1.3976,125.5229
0.395,-0.315,-0.02936,125.5578,1.5503,125.5674
0.4025,-0.315,-0.03006,125.5945,1.7036,125.6061
0.41,-0.315,-0.03066,125.6254,1.8572,125.6391
0.4175,-0.315,-0.03115,125.6503,2.011,125.6664
0.425,-0.315,-0.03154,125.6695,2.1648,125.6881
0.4325,-0.315,-0.03183,125.6829,2.3183,125.7043
0.44,-0.315,-0.03203,125.6906,2.4714,125.7149
0.4475,-0.315,-0.03212,125.6926,2.6238,125.72
0.455,-0.315,-0.03211,125.6891,2.7755,125.7197
0.4625,-0.315,-0.03201,125.68,2.9261,125.7141
0.47,-0.315,-0.03182,125.6656,3.0756,125.7032
0.4775,-0.315,-0.03152,125.6457,3.2237,125.6871
0.485,-0.315,-0.03114,125.6206,3.3702,125.6658
0.4925,-0.315,-0.03066,125.5904,3.5151,125.6395
0.5,-0.315,-0.0301,125.555,3.6581,125.6083
0.5075,-0.315,-0.02945,125.5147,3.7991,125.5721
0.515,-0.315,-0.02871,125.4694,3.938,125.5312
0.5225,-0.315,-0.02788,125.4194,4.0745,125.4855
0.53,-0.315,-0.02697,125.3647,4.2086,125.4353
0.5375,-0.315,-0.02599,125.3054,4.34,125.3805
0.545,-0.315,-0.02492,125.2416,4.4687,125.3213
0.5525,-0.315,-0.02378,125.1735,4.5946,125.2578
0.56,-0.315,-0.02256,125.1012,4.7174,125.1901
0.5675,-0.315,-0.02126,125.0247,4.8371,125.1183
0.575,-0.315,-0.0199,124.9443,4.9535,125.0424
0.5825,-0.315,-0.01847,124.86,5.0666,124.9627
0.59,-0.315,-0.01697,124.772,5.1762,124.8793
0.5975,-0.315,-0.01541,124.6803,5.2822,124.7922
0.605,-0.315,-0.01378,124.5852,5.3845,124.7015
0.6125,-0.315,-0.0121,124.4868,5.4831,124.6075
0.62,-0.315,-0.01036,124.3852,5.5777,124.5101
0.6275,-0.315,-0.00856,124.2805,5.6683,124.4097
0.635,-0.315,-0.00671,124.1729,5.7548,124.3061
0.6425,-0.315,-0.00481,124.0625,5.8372,124.1997
0.65,-0.315,-0.00287,123.9495,5.9154,124.0906
0.6575,-0.315,-0.00088,123.834,5.9892,123.9788
0.665,-0.315,0.00115,123.7162,6.0586,123.8645
0.6725,-0.315,0.00322,123.5963,6.1235,123.7479
0.68,-0.315,0.00533,123.4743,6.1839,123.6291
0.6875,-0.315,0.00747,123.3505,6.2397,123.5082
0.695,-0.315,0.00965,123.225,6.2908,123.3855
0.7025,-0.315,0.01185,123.098,6.3372,123.261
0.71,-0.315,0.01407,122.9696,6.3789,123.135
0.7175,-0.315,0.01632,122.8401,6.4157,123.0075
0.725,-0.315,0.01859,122.7095,6.4477,122.8788
0.7325,-0.315,0.02087,122.578,6.4748,122.7489
0.74,-0.315,0.02317,122.4459,6.497,122.6182
0.7475,-0.315,0.02548,122.3134,6.5143,122.4867
0.755,-0.315,0.02779,122.1805,6.5266,122.3547
0.7625,-0.315,0.03011,122.0474,6.534,122.2222
0.77,-0.315,0.03243,121.9145,6.5364,122.0896
0.7775,-0.315,0.03474,121.7818,6.5338,121.9569
0.785,-0.315,0.03705,121.6495,6.5262,121.8245
0.7925,-0.315,0.03935,121.5179,6.5137,121.6923
0.8,-0.315,0.04164,121.3871,6.4963,121.5608
0.8075,-0.315,0.04391,121.2573,6.474,121.43
0.815,-0.315,0.04616,121.1288,6.4468,121.3002
0.8225,-0.315,0.04839,121.0016,6.4149,121.1715
0.83,-0.315,0.05059,120.8761,6.3781,121.0443
0.8375,-0.315,0.05276,120.7524,6.3367,120.9186
0.845,-0.315,0.0549,120.6307,6.2907,120.7946
0.8525,-0.315,0.057,120.5112,6.2401,120.6727
0.86,-0.315,0.05906,120.3942,6.1852,120.5529
0.8675,-0.315,0.06108,120.2797,6.1259,120.4356
0.875,-0.315,0.06305,120.168,6.0624,120.3208
0.8825,-0.315,0.06497,120.0593,5.9948,120.2089
0.89,-0.315,0.06684,119.9537,5.9233,120.0999
0.8975,-0.315,0.06865,119.8515,5.8481,119.9941
0.905,-0.315,0.0704,119.7527,5.7692,119.8916
0.9125,-0.315,0.07209,119.6576,5.6869,119.7927
0.92,-0.315,0.07372,119.5663,5.6014,119.6975
0.9275,-0.315,0.07528,119.479,5.5128,119.6061
0.935,-0.315,0.07677,119.3957,5.4213,119.5187
0.9425,-0.315,0.07818,119.3166,5.3272,119.4354
0.95,-0.315,0.07953,119.2417,5.2307,119.3564
0.9575,-0.315,0.0808,119.1713,5.132,119.2817
0.965,-0.315,0.08199,119.1053,5.0314,119.2115
0.9725,-0.315,0.0831,119.0438,4.929,119.1458
0.98,-0.315,0.08414,118.9869,4.8252,119.0847
0.9875,-0.315,0.0851,118.9345,4.7201,119.0281
0.995,-0.315,0.08598,118.8868,4.6141,118.9763
1.0025,-0.315,0.08678,118.8436,4.5073,118.9291
1.01,-0.315,0.0875,118.805,4.4,118.8865
1.0175,-0.315,0.08814,118.771,4.2924,118.8485
1.025,-0.315,0.0887,118.7414,4.1849,118.8151
1.0325,-0.315,0.08919,118.7162,4.0775,118.7862
1.04,-0.315,0.0896,118.6954,3.9705,118.7618
1.0475,-0.315,0.08994,118.6789,3.8641,118.7417
1.055,-0.315,0.09021,118.6664,3.7585,118.7259
1.0625,-0.315,0.09041,118.658,3.654,118.7143
1.07,-0.315,0.09054,118.6535,3.5506,118.7066
1.0775,-0.315,0.0906,118.6527,3.4486,118.7028
1.085,-0.315,0.0906,118.6556,3.3481,118.7028
1.0925,-0.315,0.09054,118.6619,3.2492,118.7064
1.1,-0.315,0.09042,118.6715,3.1521,118.7134
1.1075,-0.315,0.09025,118.6843,3.0569,118.7237
1.115,-0.315,0.09002,118.7001,2.9636,118.7371
1.1225,-0.315,0.08975,118.7187,2.8724,118.7534
1.13,-0.315,0.08942,118.74,2.7834,118.7726
1.1375,-0.315,0.08906,118.7637,2.6966,118.7943
1.145,-0.315,0.08865,118.7898,2.612,118.8186
1.1525,-0.315,0.0882,118.8181,2.5297,118.8451
1.16,-0.315,0.08771,118.8485,2.4498,118.8737
1.1675,-0.315,0.08719,118.8807,2.3722,118.9043
1.175,-0.315,0.08665,118.9146,2.2969,118.9368
1.1825,-0.315,0.08607,118.9501,2.224,118.9709
1.19,-0.315,0.08546,118.9871,2.1535,119.0066
1.1975,-0.315,0.08484,119.0253,2.0854,119.0436
1.205,-0.315,0.08419,119.0648,2.0196,119.0819
1.2125,-0.315,0.08352,119.1053,1.956,119.1214
1.22,-0.315,0.08283,119.1468,1.8948,119.1618
1.2275,-0.315,0.08213,119.1891,1.8358,119.2032
1.235,-0.315,0.08141,119.2321,1.779,119.2454
1.2425,-0.315,0.08068,119.2758,1.7244,119.2882
1.25,-0.315,0.07995,119.32,1.6719,119.3317
1.2575,-0.315,0.0792,119.3646,1.6215,119.3756
1.265,-0.315,0.07844,119.4096,1.5731,119.42
1.2725,-0.315,0.07768,119.455,1.5267,119.4647
1.28,-0.315,0.07692,119.5005,1.4823,119.5097
1.2875,-0.315,0.07615,119.5462,1.4397,119.5549
1.295,-0.315,0.07538,119.592,1.3989,119.6002
1.3025,-0.315,0.0746,119.6378,1.36,119.6455
1.31,-0.315,0.07383,119.6836,1.3227,119.6909
1.3175,-0.315,0.07306,119.7293,1.2871,119.7363
1.325,-0.315,0.07228,119.775,1.2532,119.7815
1.3325,-0.315,0.07151,119.8204,1.2208,119.8267
1.34,-0.315,0.07074,119.8657,1.1899,119.8716
1.3475,-0.315,0.06998,119.9108,1.1605,119.9164
1.355,-0.315,0.06922,119.9556,1.1325,119.9609
1.3625,-0.315,0.06846,120.0001,1.1059,120.0052
1.37,-0.315,0.06771,120.0443,1.0806,120.0491
